id,title,context,question,answers
nqii_12971,Bob Dylan,"Robert Allen Zimmerman fæddist inn í gyðingafjölskyldu sem var búsett í Duluth , Minnesota . Hann breytti síðar nafni sínu í Bob Dylan . Dylan sagði frá því seinna að það hafi verið vegna áhrifa frá velska ljóðskáldinu Dylan Thomas . Bob Dylan er söngvari , tónlistarmaður , lagahöfundur og skáld . Hann hefur haft mikil áhrif á tónlist seinustu 5 áratuga . Hann er þekktur fyrir texta sína á fyrri hluta feril síns , en þeir fjölluðu flestir um stjórnmál , þjóðfélagsádeilu , sálfræði og bækur sem hafa haft áhrif á hann . Dylan kemur fram á tónleikum með gítar , munnhörpu og hljómborð ásamt ýmsum tónlistarmönnum . Hann hefur unnið sér inn fjölda verðlauna og viðurkenninga , þar á meðal nokkur Grammy verðlaun og var tekinn inn í Rock and Roll frægðarhöllina ( Hall of Fame ) . Hann var á lista Time Magazine yfir 100 mestu áhrifavalda 20. aldarinnar .",Hvar fæddist Bob Dylan ?,"{'text': array([' í Duluth', ' í Duluth , Minnesota'], dtype=object), 'answer_start': array([69, 69])}"
nqii_7841,Vatn,"Vatn er fljótandi við stofuhita . Það frýs við 0 °C og suðumark þess er 100 °C við einnar loftþyngdar þrýsting . Eðlismassi vatns er háður hitastigi þess og er hann mestur þegar hitastig þess er 4 ° C . Heitara vatn flýtur ofan á kaldara vatni , nema að hitastigið sé undir 4 ° C , en þá flýtur kaldara vatn ofan á heitara . Þetta leiðir til þess að ísmyndun á sér stað við yfirborðið þegar vatn frýs . Ís er svo allmiklu eðlisléttari en vatn , þannig að hann flýtur ofan á . Vatn getur orðið undirkælt , það er að segja það getur haft hitastig undir frostmarki án þess að frjósa , en þá myndast stundum ís við botninn án þess að fljóta upp og kallast það botnstingull .",Hvenær var Íslenska kranavatnið soðið ?,"{'text': array([' suðumark þess er 100 °C'], dtype=object), 'answer_start': array([54])}"
nqii_7598,Friðrik Dór,"Friðrik Dór Jónsson ( fæddur 7. október 1988 ) er hafnfirskur R & B og popp-söngvari og lagahöfundur . Að loknum grunnskóla fór Friðrik Dór í Verzlunarskóla Íslands þar sem hann tók þátt í söngleiknum Welcome to the Jungle . Þar söng Friðrik Dór titillagið auk þess sem hann söng fjölmörg önnur lög , aðeins á fyrsta ári sínu í skólanum . Friðrik Dór tók þátt í fleiri söngleikjum á vegum Verzlunarskólans , þar má nefna söngleikinn Á Tjá og Tundri . Í menntaskóla var Friðrik Dór nokkuð áberandi í félagslífinu , hann tók þátt í fjölmörgum Morfískeppnum fyrir ræðulið skólans en þar var hann frummælandi . Hann tók einnig þátt í ýmsum verkefnum á vegum skólans , svo sem annál og þá var hann meðlimur í 12:00 á síðasta ári sínu í Verslunarskólanum .",Hvað er Friðrik Dór gamall ?,"{'text': array([' 7. október 1988'], dtype=object), 'answer_start': array([28])}"
nqii_9572,Guðni Th. Jóhannesson,"Guðni Thorlacius Jóhannesson ( fæddur í Reykjavík 26. júní 1968 ) er íslenskur sagnfræðingur . Hann var kjörinn forseti Íslands í forsetakosningunum 25. júní 2016 með 39,08% atkvæða og tók við embættinu 1. ágúst 2016 . Hann er sjötti forseti Íslands .",Hver er núverandi forseti Íslands ?,"{'text': array(['Guðni Thorlacius Jóhannesson', 'Guðni Thorlacius Jóhannesso'],
      dtype=object), 'answer_start': array([0, 0])}"
nqii_14540,Sólin,"Sólin er eina sólstjarna sólkerfisins og massamesta geimfyrirbæri þess . Reikistjörnurnar , að jörðinni meðtalinni , ganga á sporbaugum kringum sólina , ásamt smástirnum , loftsteinum , halastjörnum og geimryki . Varmi og ljós , sem frá henni stafar viðheldur lífi á jörðu . Sólin er rafgaskúla sem hefur massa í kringum 2 × 10 kg , og er því nokkuð stærri en meðalstjarna . Þvermál sólarinnar er um 1.392.000 km ( um 109 sinnum þvermál jarðarinnar ) . Um 73,46% af massa hennar er vetni , 24,85% helín , 0,77% súrefni , 0,29% kolefni , 0,16% járn , 0,12% neon og afgangurinn skiptist á milli örlítils magns af þyngri frumefnum . Sólin er talin vera um 4,5 milljarða ára gömul , og er um það bil komin hálfa leið í gegnum meginraðarferli sitt , þar sem kjarnasamruni í kjarna hennar bræðir saman vetni og myndar helín . Eftir um 5,5 milljarða ára mun sólin breytast í hringþoku .",Hvað er sólin gömul ?,"{'text': array([' Sólin er talin vera um 4,5 milljarða ára gömul',
       ' um 4,5 milljarða ára gömul',
       ' Sólin er talin vera um 4,5 milljarða ára gömul'], dtype=object), 'answer_start': array([629, 649, 629])}"
nqii_1148,Charles de Gaulle,"Charles André Joseph Marie de Gaulle ( 22. nóvember 1890 – 9. nóvember 1970 ) , sem í heimalandi sínu , Frakklandi , var iðulega kallaður "" général de Gaulle "" , var hershöfðingi og stjórnmálamaður . Hann leiddi hið frjálsa Frakkland í seinni heimsstyrjöldinni og var í forustu frönsku ríkistjórnarinnar 1944 - 1946 . Leitað var til hans um myndun ríkisstjórnar 1958 . Hann vann að gerð nýrrar stjórnarskrár , stjórnarskrá fimmta lýðveldisins , og varð fyrsti forseti fimmta lýðveldisins 1958 - 1969 . Stjórnmálaleg hugmyndafræði hans er þekkt sem gaullismi og hefur verið áberandi í frönskum stjórnmálum .",Fyrir hvað er Charles André Joseph Marie de Gaulle þekktur ?,"{'text': array([' Hann leiddi hið frjálsa Frakkland í seinni heimsstyrjöldinni og var í forustu frönsku ríkistjórnarinnar 1944 - 1946',
       'ar hershöfðingi og stjórnmálamaður . Hann leiddi hið frjálsa Frakkland í seinni heimsstyrjöldinni og var í forustu frönsku ríkistjórnarinnar 1944 - 1946'],
      dtype=object), 'answer_start': array([199, 163])}"
nqii_9316,Írland,"Skipting eyjunnar í „ norður “ og „ lýðveldi “ er tiltölulega nýleg þróun en sú skipan komst á árið 1920 eftir nokkur hundruð ár af kúgun og misheppnuðum byltingum gegn völdum Englendinga yfir eyjunni . Írland hefur verið í byggð í um það bil 9000 ár en lítið er þó vitað um tíman fyrir kristnitöku , einu heimildirnar eru nokkrar frásagnir Rómverja , írsk ljóð og þjóðsögur auk fornleifa . Fyrstu íbúarnir komu um 8000 f. Kr. á steinöld , þeir reistu mikla steina sem oft var raðað eftir stjörnufræðilegum mynstrum . Á bronsöld sem hófst um 2500 f. Kr. hófst framleiðsla á ýmsum munum og vopnum úr gulli og bronsi . Járnöldin á Írlandi er yfirleitt samtengd Keltum sem tóku að nema land á eyjunni í nokkrum bylgjum á milli 8. og 1. aldar f.Kr. Keltarnir skiptu eyjunni upp í 5 eða fleiri konungdæmi . Rómverjar kölluðu Írland : „ Hiberníu “ en lítið er vitað um samband þeirra við þjóðflokka Hiberníu . Árið 100 e. Kr. skrásetti Ptólemíus landafræði eyjunnar og þjóðflokka hennar af mikilli nákvæmni .",Hvenær varð Norður-Írland hluti af Stóra-Bretlandi ?,"{'text': array([' árið 1920'], dtype=object), 'answer_start': array([94])}"
nqii_11904,Bólu-Hjálmar,"Bólu-Hjálmar gerðist ágætlega sjálfmenntaður , einkum á forn fræði . Hann var rímnaskáld að hefðbundnum sið en kvað einnig minnisverð og hvassyrt kvæði um samtíð sína og eigin ævi . Frægust eru þar „ Þjóðfundarsöngur 1851 “ og „ Umkvörtun “ , þar sem hann kvað um heimasveit sína , Akrahrepp í Skagafirði , og hóf kvæðið með þessu erindi :",Eftir hvern er kvæðið Þjóðfundarsöngur 1851 ?,"{'text': array(['Bólu-Hjálmar', 'Bólu-Hjálmar', 'Bólu-Hjálmar'], dtype=object), 'answer_start': array([0, 0, 0])}"
nqii_4802,Moskva,"Moskva ( rússneska : "" Москва "" ) er borg í evrópska hluta Rússlands . Hún er höfuðborg landsins og fjölmennasta borg Evrópu . Í borginni búa 11.503.501 manns ( 14. október 2010 ) . Fyrstu heimildir um borgina í sögulegum gögnum eru frá árinu 1147 , þá sem hluta af furstadæminu Suzdal . Árið 1295 varð borgin að höfuðborg furstadæmisins Moskvu . Í gegnum borgina rennur Moskvuáin sem tengir borgina við Eystrasalt , Hvítahaf , Svartahaf og Kaspíahaf , auk Azovshafs .",Hvað er Moskva stór ?,"{'text': array([' Í borginni búa 11.503.501 manns ( 14. október 2010 )'],
      dtype=object), 'answer_start': array([126])}"
nqii_4584,Hallgrímur Pétursson,"Síðustu ár sín bjó Hallgrímur á Kalastöðum og loks á Ferstiklu á Hvalfjarðarströnd og dó þar . Hann hefur þá verið farinn að þjást af sjúkdómnum sem dró hann til dauða , en það var holdsveiki . Þau Guðríður áttu nokkur börn , en aðeins eitt þeirra komst upp og var það Eyjólfur , elsta barnið . Frá honum eru ættir og komu út á bók um eða eftir 1980 . Margar kirkjur eru kenndar við Hallgrím Pétursson : Hallgrímskirkja í Saurbæ á Hvalfjarðarströnd ( byggð 1954 – 1957 ) og Hallgrímskirkja á Skólavörðuholti í Reykjavík ( byggð 1945 – 1986 ) . Einnig er lítil en falleg kirkja : Hallgrímskirkja Vindáshlíðar í Kjós . Sú kirkja var áður í Hvalfirði en var flutt eftir að Vindáshlíðarkonur höfðu mikið beðið fyrir að fá kirkju .",Hvernig dó Hallgrímur Pétursson ?,"{'text': array([' það var holdsveiki', ' holdsveiki'], dtype=object), 'answer_start': array([172, 180])}"
nqii_7765,Abraham Lincoln,"Þann 14. apríl árið 1865 , fáeinum dögum eftir lok Þrælastríðsins , fór Lincoln ásamt konu sinni í Ford-leikhúsið í Washington til þess að horfa á gamanleikinn "" Our American Cousin "" . Klukkan tíu um kvöldið læddist John Wilkes Booth , frægur leikari og öfgafullur stuðningsmaður þrælahalds , inn í stúku forsetahjónanna og skaut Lincoln í hausinn . Booth stökk síðan niður á sviðið og hrópaði : „ Sic semper tyrannis ! “ ( „ Svona fer alltaf fyrir harðstjórum ! “ ) . Lincoln lést úr sárinu síðar sama kvöld .",Hvernig lést Abraham Lincoln ?,"{'text': array([' John Wilkes Booth , frægur leikari og öfgafullur stuðningsmaður þrælahalds , inn í stúku forsetahjónanna og skaut Lincoln í hausinn',
       ' læddist John Wilkes Booth , frægur leikari og öfgafullur stuðningsmaður þrælahalds , inn í stúku forsetahjónanna og skaut Lincoln í hausinn'],
      dtype=object), 'answer_start': array([216, 208])}"
nqii_2163,Kjarnorkuvopn,"Þau lönd sem fullvíst er að eiga kjarnorkuvopn eru Bandaríkin , Rússland , Bretland , Frakkland , Alþýðulýðveldið Kína , Indland og Pakistan . Auk þess er almennt talið að Ísrael eigi kjarnorkuvopn og að Norður-Kórea og Íran stefni að því . Suður-Afríka var með kjarnorkuvopnaáætlun í gangi á 8. áratugnum en hefur síðan hætt slíku .",Hversu mikið af kjarnavopnum eiga Suður-Kórea ?,"{'text': array(['Þau lönd sem fullvíst er að eiga kjarnorkuvopn eru Bandaríkin , Rússland , Bretland , Frakkland , Alþýðulýðveldið Kína , Indland og Pakistan .'],
      dtype=object), 'answer_start': array([0])}"
nqii_10146,Júlíus Caesar,"Gaius Julius Caesar ( latína : CAIVS IVLIVS CAESAR ) eða Júlíus Cæsar , stundum ritað Júlíus Sesar , 12. eða 13. júlí um 100 f.Kr. – 15. mars 44 f.Kr. ) var rómverskur herforingi , sagnaritari , stjórnmálamaður og síðar einvaldur í Róm .",Hvenær var Júlíus Sesar fæddur ?,"{'text': array([' 12. eða 13. júlí um 100 f.Kr.', ' 12. eða 13. júlí um 100 f.Kr'],
      dtype=object), 'answer_start': array([100, 100])}"
nqii_5158,Guðmundar- og Geirfinnsmálið,Lík Guðmundar og Geirfinns hafa aldrei fundist .,Hvað varð um Geirfinn ?,"{'text': array(['Lík Guðmundar og Geirfinns hafa aldrei fundist .',
       'Lík Guðmundar og Geirfinns hafa aldrei fundist .'], dtype=object), 'answer_start': array([0, 0])}"
nqii_3198,San Francisco,"San Francisco er fjórða stærsta borg Kaliforníuríkis og er á vesturströnd Bandaríkjanna . Hún liggur á milli San Francisco-flóa og Kyrrahafsins . Þar búa 805.235 manns 2010 ) en ef borgin San Jose , sem liggur þétt upp að San Francisco , er talin með búa um 7 milljónir á svæðinu og er það þá fjórða fjölmennasta svæði Bandaríkjanna . Helstu kennileiti eru Golden Gate-brúin , Alcatraz , Transamerica Pyramid-byggingin og sporvagnarnir .",Hvað búa margir í San Fransico ?,"{'text': array([' 805.235 manns', ' 805.235 manns'], dtype=object), 'answer_start': array([153, 153])}"
nqii_5443,Tölva,"Þegar fyrsta tölvan kom til landsins voru ýmis nöfn höfð um hana , eins og "" rafreiknir "" , "" rafheili "" , "" rafeindareiknir "" og einnig enska tökuorðið "" computer "" . Vilmundur Jónsson , landlæknir , hafði á sínum tíma stungið upp á orðinu "" hjarni "" ( = heili ) . Það var hins vegar ekki fyrr en árið 1965 að Sigurður Nordal prófessor við HÍ stakk upp á nafninu tölva . Orðið er samrunaorð frá orðunum ‚ tala ‘ og ‚ völva ‘ og fallbeygist orðið eins og ‚ völva ‘ , ‚ slöngva ‘ eða sérnafnið ‚ Röskva ‘ : Fyrsta tölvan sem kom til íslands hafði verið kölluð "" Rafeindaheilinn "" meðal margra innan Háskóla Íslands . Þorsteinn Gylfason hefur sagt frá því að hann var viðstaddur þegar Sigurður fékk hugmyndina , og að orðið hafi verið orðið alkunnugt á nokkrum vikum og öll hin nýyrðin dáið drottni sínum .",Hver bjó til orðið tölva ?,"{'text': array([' Sigurður Nordal', ' Sigurður Nordal', ' Sigurður Nordal',
       ' Sigurður Nordal'], dtype=object), 'answer_start': array([310, 310, 310, 310])}"
nqii_638,Sálfræði,"Hagnýtt sálfræði snýst um að nota sálfræðilegar aðferðir og kenningar til að leysa vandamál í öðrum greinum , eins og t.d. í starfsmannastjórnun , vöruhönnun , lækningum og menntun .",Hverjar eru undirgreinar sálfræði ?,"{'text': array(['Hagnýtt sálfræði'], dtype=object), 'answer_start': array([0])}"
nqii_12769,Prag,"Prag ( tékkneska "" Praha "" ; enska "" Prague "" ) er höfuðborg Tékklands og jafnframt stærsta borg landsins . Íbúar eru um 1,3 milljónir , en um 2,6 milljónir búa á stórborgarsvæðinu ( 2019 ) . Elstu hverfin , þar á meðal kastalinn í Prag , eru á heimsminjaskrá UNESCO . Prag er af mörgum talin ein fegursta borg Evrópu , en þangað streyma milljónir ferðamanna hvert ár .",Hvað búa margir í Prag ?,"{'text': array([' um 1,3 milljónir , en um 2,6 milljónir búa á stórborgarsvæðinu',
       ' Íbúar eru um 1,3 milljónir , en um 2,6 milljónir búa á stórborgarsvæðinu ( 2019 )',
       ' 1,3 milljónir'], dtype=object), 'answer_start': array([117, 107, 120])}"
nqii_3235,Spaugstofan,"Spaugstofan er grín-sjónvarpsþáttur sem hefur verið í gangi í Sjónvarpinu og síðan Stöð 2 með hléum síðan 21. janúar 1989 þegar hún hóf göngu sína undir nafninu "" 89 á stöðinni "" , árið eftir hét hún "" 90 á stöðinni "" og svo "" 91 á stöðinni "" og "" 92 á stöðinni . "" Þessir þættir gerðust á mestu leiti í fréttastofu lítillar fréttastofu "" Stöðin . "" Árið 1992 fóru þeir í hlé og nokkrir af þeim fóru í Imbakassann . Þeir mættu aftur 1996 með heitið "" Enn ein stöðin "" sem gekk til 1999 og þá tóku þeir hlé í þrjú ár . Hautið 1997 var Enn ein stöðin ekki á dagskrá heldur þættirnir Stöðvarvík með þeim . Þeir mættu svo aftur 2002 með nafnið "" Spaugstofan "" og störfuðu til 2010 á RÚV , þá flutti þátturinn á Stöð 2 . Þátturinn var á Stöð 2 í fjögur ár , eða til 2014 . Þátturinn hætti þá en þeir fóru á svið með aðra sýningu 2015 "" "" Yfir til Þín "" . "" Árið 2015 voru sýndir þættirnir "" Þett er bara spaug ... ... stofan "" , þar sem saga spaugstofunnar var rakin í tíu þáttum . 23. janúar 2016 fóru þeir á RÚV með allra síðasta þáttinn sem bar heitið "" Andspyrnuhreyfingin . "" Einnig fóru þeir með sýningu 1990 sem nefndist "" "" Örfá sæti laus "" "" .",Hvenær hóf Spaugstofan göngu sína ?,"{'text': array([' 21. janúar 1989'], dtype=object), 'answer_start': array([105])}"
nqii_12338,Bobby Fischer,"Hann bjó í Reykjavík til æviloka og lést eftir baráttu við alvarleg nýrnaveikindi . Fischer dvaldist á sjúkrahúsi í Reykjavík í október og nóvember 2007 , en síðan á heimili sínu . . Síðustu orð hans , samkvæmt Magnúsi Skúlasyni , sem sat hjá honum þeger hann lést voru : „ Ekkert linar þjáningar eins og mannleg snerting . “",Hvar lést Robert Fischer ?,"{'text': array(['Hann bjó í Reykjavík til æviloka og lést eftir baráttu við alvarleg nýrnaveikindi'],
      dtype=object), 'answer_start': array([0])}"
nqii_2558,Fjallkonan,"Fyrsta Fjallkonan á Íslandi var hin 18 ára gamla Kristjana Milla Thorsteinsson , barnabarn Hannesar Hafsteins og var hún valin til þess að flytja ávarp fjallkonunnar á Lýðveldishátíðinni á Þingvöllum árið 1944 en ekkert varð af ávarpi hennar þrátt fyrir að hún hafi beðið uppábúin eftir að verða kölluð á svið . Sú skýring var gefin að vegna veðurs hefði ekki verið unnt að flytja ávarpið og mun það hafa verið ákvörðun þeirra sem skipulögðu hátíðarhöldin og tekin án samráðs við Kristjönu sjálfa . Í umfjöllun fjölmiðla í kjölfar lýðveldishátíðarinnar var talsvert fjallað um fjarveru fjallkonunnar en þó skýrt tekið fram að ekki væri við hana sjálfa að sakast . Rannveig Kristjánsdóttir húsmæðrakennari og þekkt kvenréttindakona , taldi fjarveru fjallkonununnar táknræna fyrir stöðu kvenna og ósýnileika þeirra við stjórnun landsins . Árið 2019 varð Aldís Amah Hamilton , fyrst kvenna af erlendum uppruna , valin til að flytja ávarp Fjallkonunnar við hátíðarhöldin að Austurvelli . Áður höfðu konur af erlendum uppruna verið í hlutverki Fjallkonunnar við hátíðarhöld á 17. júní í öðrum bæjarfélögum , til dæmis árið 2002 er Brynja Muditha Dan Gunnarsdóttir flutti ávarp Fjallkonunnar í Hafnarfirði .",Hver var fyrsta Fjallkona Íslendinga ?,"{'text': array([' Kristjana Milla Thorsteinsson',
       'Fyrsta Fjallkonan á Íslandi var hin 18 ára gamla Kristjana Milla Thorsteinsson'],
      dtype=object), 'answer_start': array([48,  0])}"
nqii_2681,Harry Potter og viskusteinninn,"Harry Potter og viskusteinninn er fyrsta bókin um galdrastrákinn Harry Potter eftir J.K. Rowling . Bókin kom út á íslensku árið 1999 en heitir á frummálinu "" Harry Potter and the Philosopher's Stone "" og kom út árið 1997 í Bretlandi . Bókaútgáfan Bjartur gaf bókina út á Íslandi .",Hvenær var fyrsta bókin um Harry Potter gefin út ?,"{'text': array([' árið 1997 í Bretlandi'], dtype=object), 'answer_start': array([210])}"
nqii_8907,Ágústus,"Ágústus einnig nefndur Augustus , Cæsar Ágústus , Caesar Augustus , Octavíanus eða Octavíanus Ágústus ( Latína : ; 23. september 63 f.Kr. – 19. ágúst 14 e.Kr. ) , var fyrsti og einn mikilvægasti keisari Rómaveldis , enda þótt hann upphefði ekki stöðu sína og kysi fremur titilinn "" princeps "" , sem þekktist frá lýðveldistímanum og er venjulega þýddur „ fyrstur borgaranna “ . Nafn Ágústusar , sem hét raunverulega Octavíanus og þar áður Octavíus , var upphaflega virðingartitill ( myndaður af sögninni "" augeo "" , sem þýðir að auka eða upphefja , lofa eða dýrka ) , sem öldungaráð Rómar veitti honum árið 27 f.Kr. Sú venja er meðal sagnfræðinga að nota nafnið Octavíanus til að vísa til hans fyrir árið 27 f.Kr. en Ágústus eftir árið 27 f.Kr. Verður þeirri reglu fylgt hér .",Hver var fyrsti keisari rómaveldis ?,"{'text': array(['Ágústus'], dtype=object), 'answer_start': array([0])}"
nqii_959,Fyrri heimsstyrjöldin,"Japanir lýstu yfir stríði á hendur Þjóðverjum í ágúst 1914 . Japanir litu á stríðið sem tækifæri til að auka áhrif og umsvif sín á meginlandi Asíu og á Kyrrahafinu á kostnað Þjóðverja . Ítalía var fyrir stríðið í hernaðarbandalagi með Þýskalandi og Austurríki-Ungverjalandi , en kaus engu að síður að vera hlutlaus þegar stríðið braust út . Árið 1915 sömdu Ítalir svo við bandamenn um að berjast með þeim í stríðinu . Ítalía réðst gegn Austurríki-Ungverjalandi með það fyrir augum að leggja undir sig ítölsku-mælandi héruð landsins . Bandaríkin voru hlutlaus fram til 1917 en gengu til liðs við bandamenn 6. apríl það ár , m.a. vegna þess að Þjóðverjar höfðu þá sökkt sjö bandarískum kaupskipum . Rúmenía , Portúgal , Svartfjallaland , Grikkland , Armenía , Kína og Brasilía börðust einnig með bandamönnum auk nýlendna Breta og Frakka víðsvegar um heiminn . Fjölmörg önnur ríki lýstu yfir stríði á hendur Miðveldunum eða slitu stjórmálasambandi við þau .",Hvers vegna hófu Bandaríkin þátt í fyrri heimsstyrjöldinni ?,"{'text': array([' m.a. vegna þess að Þjóðverjar höfðu þá sökkt sjö bandarískum kaupskipum',
       ' m.a. vegna þess að Þjóðverjar höfðu þá sökkt sjö bandarískum kaupskipum'],
      dtype=object), 'answer_start': array([622, 622])}"
nqii_14477,Portúgal,"Farsímaeign í Portúgal er með því hæsta sem gerist í heiminum . Sú staðreynd að landið er eitt það þéttbýlasta í Evrópu gerði það einnig að verkum að þriðju kynslóðar farsímakerfið var fyrst tekið í notkun í landinu ( ásamt í Þýskalandi ) árið 2004 . Í dag eru 11 milljón manns áskrifendur að farsímanúmeri , heilli einni milljón meira en íbúafjöldi landsins . Stærstu farsímakerfin eru í eigu Portugal Telecom ( PT ) og Vodafone .",Hvað búa margir í Portúgal ?,"{'text': array([' Í dag eru 11 milljón manns áskrifendur að farsímanúmeri , heilli einni milljón meira en íbúafjöldi landsins'],
      dtype=object), 'answer_start': array([250])}"
nqii_10581,Reiknirit,"Reiknirit ( einnig algrím , sjaldnar reiknisögn eða algóriþmi ) er lausnaraðferð og skilgreint sem endanlegt mengi vel skilgreindra fyrirmæla til að leysa verkefni . Reiknirit skilar fyrirfram skilgreindri niðurstöðu að gefnu upphafsskilyrði . Reiknirit eru einkum notuð í stærðfræði og tölvunarfræði við lausn vandamála .",Hvað er algrím ?,"{'text': array([' endanlegt mengi vel skilgreindra fyrirmæla til að leysa verkefni',
       ' er lausnaraðferð og skilgreint sem endanlegt mengi vel skilgreindra fyrirmæla til að leysa verkefni',
       ' algrím , sjaldnar reiknisögn eða algóriþmi ) er lausnaraðferð og skilgreint sem endanlegt mengi vel skilgreindra fyrirmæla til að leysa verkefni'],
      dtype=object), 'answer_start': array([98, 63, 18])}"
nqii_11601,Kalda stríðið,"Kalda stríðið er hugtak notað um tímabilið um það bil á milli áranna 1947 - 1991 sem einkenndist af efnahagslegri , vísindalegri , listrænni og hernaðarlegri samkeppni á milli Bandaríkjanna og Sovétríkjanna og bandamanna þeirra . Bæði stórveldin stóðu fyrir stofnun hernaðarbandalaga . Hugmyndafræði sitt hvors var stillt upp sem andstæðum . Bæði stórveldin stunduðu njósnir um hitt ; hernaðaruppbyggingu , iðnaðar - og tækniþróun , þar á meðal geimkapphlaupið . Miklum fjármunum var varið til varnarmála , sem leiddi til vígbúnaðarkapphlaups og kjarnorkuvæðingar . Ekki kom til beinna hernaðarátaka milli Bandaríkjanna og Sovétríkjanna , þó stundum skylli hurð nærri hælum , en bæði ríkin tóku beint og óbeint þátt í styrjöldum bandamanna sinna um allan heim sem urðu þá eins konar leppstríð milli þeirra .",Hvenær hófst Kalda stríðið ?,"{'text': array([' 1947'], dtype=object), 'answer_start': array([68])}"
nqii_10433,Heilagur andi,"Heilagur andi er andi Guðs , eins og segir í biblíunni og hluti heilagrar þrenningar . Hans er fyrst getið í 1 . Mósebók 1. kafla og 2. versi . Þar segir að jörðin hafi verið auð og tóm og að andi Guðs hafi svifið yfir vötnunum .",Hvað er heilagur andi ?,"{'text': array(['Heilagur andi er andi Guðs , eins og segir í biblíunni og hluti heilagrar þrenningar',
       ' andi Guðs'], dtype=object), 'answer_start': array([ 0, 16])}"
nqii_10195,Hamborg,"Hamborg ( hágþýska : Hamburg , lágþýska : Hamborg ) er borg og næstminnsta sambandslandið í Þýskalandi með 755 km² . Aðeins Bremen er minna . Hún er hins vegar næststærsta borg Þýskalands með tæpa 1,7 milljón íbúa ( 31. des 2013 ) og jafnframt stærsta hafnarborg landsins . Hamborg var stofnborg og einn ötullasti meðlimur Hansasambandsins áður fyrr . Sérstakt við Hamborg eru hinar óteljandi brýr . Þær eru um 2500 , fleiri en í nokkurri annarri borg í Evrópu og reyndar fleiri en í Feneyjum , Amsterdam og London samanlagt .",Hvað eru margar brýr í Hamborg ?,"{'text': array([' um 2500'], dtype=object), 'answer_start': array([407])}"
nqii_1070,Stjórnarskrá,"Það nefnist stjórnarskrárbrot ef hún er brotin eða lög sett sem stangast á við hana . Í sumum löndum , t.d. í Frakklandi er sérstakur stjórnarskrárdómstóll sem sker úr því hvort svo sé . Annars staðar eins og í Bandaríkjunum geta allir dómstólar dæmt mál eftir stjórnarskránni en oftast lendir það í hlut hæsta rétts Bandaríkjanna .",Hvað gerist ef lög stangast á við stjórnarskrá ?,"{'text': array(['Það nefnist stjórnarskrárbrot'], dtype=object), 'answer_start': array([0])}"
nqii_6578,Sýklalyf,"Sýklalyf ( einnig fúkalyf eða fúkkalyf ) á vanalega við efni sem drepa eða hindra vöxt gerla ( "" baktería "" ) , og eru sýklalyf undirflokkur örverueyðandi efna . Fyrsta sýklalyfið sem fannst var penisillín en það var skoski líffræðingurinn Alexander Fleming sem fyrstur var til þess að finna efnið penisillin af tilviljun í myglu sem hafði ræktast upp í rannsóknarstofuni hjá honum árið 1928 .",Hvað drepa fúkalyf ?,"{'text': array([' baktería', ' gerla', ' gerla', ' gerla'], dtype=object), 'answer_start': array([96, 86, 86, 86])}"
nqii_3713,Hagfræði,"Stofnanahagfræði er í senn undirgrein hagfræði og sjálfstæður kenningaskóli . Stofnanahagfræði á rætur sínar að rekja til söguhyggju í hagfræði sem naut nokkurra vinsælda á 19. öld , sér í lagi í Þýskalandi . Báðar þessar nálganir leitast við að skilja hvernig þjóðfélagsstofnanir hafa áhrif á hagrænt atferli einstaklinga . Hinn bandaríski hagfræðingur Thorstein Veblen , sem skrifaði í byrjun 20. aldar , lýsti því hvernig kapítalískir framleiðsluhættir ýttu undir neysluhyggju og spáði vaxandi ítökum viðskiptalífsins í stjórnmálum . Gunnar Myrdal og Gary Becker skrifuðu um hagrænar ástæður og afleiðingar kynþáttamismununar í Bandaríkjunum , og Becker fjallaði jafnframt um hagræna eiginleika fjölskyldunnar sem stofnunar . Elinor Ostrom benti á að skilvirkar stofnanir geti með hagkvæmum hætti séð um ráðstöfun sameiginlegra náttúruauðlinda , þvert á spár nýklassískrar hagfræði .",Hvað er Gary Becker þekktur fyrir ?,"{'text': array([' Gunnar Myrdal og Gary Becker skrifuðu um hagrænar ástæður og afleiðingar kynþáttamismununar í Bandaríkjunum'],
      dtype=object), 'answer_start': array([536])}"
nqii_1289,Breiðholt,"Breiðholt er hverfi í austurhluta Reykjavíkur með um 21 þúsund íbúa . Nafnið er dregið af bænum Breiðholt , sem staðsettur var þar sem nú er Skógarsel . Hverfið skiptist í Efra-Breiðholt ( Fell , Berg , Hólar og Seljahverfið ) og Neðra-Breiðholt ( Bakkar , Stekkir , og Mjódd ) .",Hvað búa margir í Breiðholtinu ?,"{'text': array([' um 21 þúsund', ' um 21 þúsund íbúa', ' með um 21 þúsund íbúa'],
      dtype=object), 'answer_start': array([49, 49, 45])}"
