question,id,choices,answerKey
Hvaða frumuhluti er ekki til staðar í dýrafrumum?,MCAS_2008_8_5719,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['frumuhimna', 'frumuveggur', 'hvatberi', 'frumukjarni'],
      dtype=object)}",B
Hreyfiorka agna í sýni efnis fer vaxandi. Þetta sýni er líklegast,Mercury_7223283,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['vökvi sem er að hitna.', 'gas sem er að kólna.',
       'vökvi sem er að breytast í fast efni.',
       'gas sem er að breytast í vökva.'], dtype=object)}",A
Hvaða hegðun er líklegast lærð hegðun?,AKDE&ED_2012_8_45,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['Fugl byggir hreiður.', 'Kónguló spinnur vef.',
       'Ljónsungi æfir veiðifærni sína.',
       'Ánamaðkur færir sig frá björtu ljósi.'], dtype=object)}",C
Tveimur efnum er blandað saman í bikarglasi sem stendur í ísvatnsbaði. Ísinn í vatninu bráðnar á meðan efnin hvarfast í eina mínútu. Hvaða tegund efnahvarfs á sér stað?,Mercury_7041248,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['innvermt, þar sem orka er tekin inn',
       'innvermt, þar sem orka er losuð',
       'útvermt, þar sem orka er tekin inn',
       'útvermt, þar sem orka er losuð'], dtype=object)}",D
Hvernig finna fræ sem grafin eru í algjöru myrkri í jarðveginum leið sína að yfirborði jarðvegsins?,Mercury_7268293,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['Þau vaxa í átt að ljósi.', 'Þau vaxa í átt að yfirborðshita.',
       'Þau vaxa í gagnstæða átt við berggrunninn.',
       'Þau vaxa í gagnstæða átt við þyngdarkraftinn.'], dtype=object)}",D
Hvaða hópur samanstendur eingöngu af lifandi hlutum?,TIMSS_2003_4_pg58,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['kanína, fræ, fugl', 'fræ, fugl, vindur',
       'eldfjall, kerti, kanína', 'vindur, kerti, eldfjall'], dtype=object)}",A
Handhaldið saumavél notar rafhlöðu til að hreyfa nál. Nálin fer hratt upp og niður. Hvaða orkubreyting á sér stað?,Mercury_SC_413531,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['Hreyfiorka breytist í efnaorku.',
       'Geymd orka breytist í hreyfiorku.',
       'Rafmagn breytist í geymda orku.', 'Varmaorka breytist í rafmagn.'],
      dtype=object)}",B
"Skordýraeitur berst í vötn Everglades og útrýmir mörgum af þeim fisk-, froskdýra- og fuglastofnum sem krókódílar reiða sig á til fæðu. Hvaða breyting myndi líklegast eiga sér stað meðal krókódílastofnsins?",Mercury_7168665,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['aukning á fjölgunarhraða', 'fækkun dauðsfalla krókódíla',
       'aukin árásargirni milli einstaklinga',
       'fækkun krókódíla sem flytjast búferlum'], dtype=object)}",C
Hvaða líffæri senda boð frá heila til vöðva í handlegg?,Mercury_7239523,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['skynfrumur', 'millitaugafrumur', 'hreyfitaugafrumur',
       'vélindaviðtakafrumur'], dtype=object)}",C
"Ef nægur hiti er tekinn frá íláti með vatni, hvað mun þá gerast við vatnið?",MCAS_2004_5_13,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['Það mun byrja að sjóða.', 'Það mun verða fast efni.',
       'Það mun breytast í gas.', 'Það mun aukast í þyngd.'], dtype=object)}",B
Hljóð heyrist þegar þú plokkar streng á gítar. Hvað mun gerast við hljóðið ef sami strengur er plokkaður fastar?,TIMSS_2007_8_pg128,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['Hljóðstyrkurinn verður sá sami og tónhæðin verður hærri.',
       'Tónhæðin verður sú sama og hljóðstyrkurinn verður hærri.',
       'Bæði tónhæðin og hljóðstyrkurinn verða hærri.',
       'Bæði tónhæðin og hljóðstyrkurinn verða þau sömu.'], dtype=object)}",B
"Vísindamaður á vettvangsferð uppgötvaði nýja lífveru. Hún rannsakaði frumur þess undir smásjá og tók eftir mismunandi byggingum, þar á meðal kjarna, frumuvegg og nokkrum klórópløstum. Þessi lífvera yrði réttilega flokkuð í hvaða ríki af eftirfarandi?",MCAS_2002_8_9,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['Dýraríki', 'Örveruríki', 'Plönturíki', 'Svepparíki'], dtype=object)}",C
Hvað af eftirfarandi er frumefni?,Mercury_404786,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['KBr', 'O_{2}', '2KCl', 'FeO_{2}'], dtype=object)}",B
Hvaða eind hefur alltaf massa sem nemur einni atómsmassa (amu) og enga hleðslu?,Mercury_7086293,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['nifteind', 'rótareind', 'rafeind', 'frumeind'], dtype=object)}",A
Veðurspáin segir að mikil snjókoma sé í vændum síðar í dag. Hvaða veðurathugun er líkleg rétt áður en snjóar?,OHAT_2007_5_39,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['heiðskír himinn', 'þykkir gráir skýjum', 'lítil hvít ský',
       'hlýtt hitastig'], dtype=object)}",B
"Dagbjört tók með sér súkkulaðistykki í nesti, en súkkulaðið bráðnaði í skólatöskunni hennar. Dagbjört vill framkvæma vísindalega rannsókn til að komast að ástæðunni fyrir því að súkkulaðistykkið hennar bráðnaði í töskunni. Hvaða tilgátu ætti Dagbjört að nota fyrir rannsókn sína?",ACTAAP_2014_5_1,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['Súkkulaði bragðast betur þegar það er bráðnað.',
       'Súkkulaði bragðast eins jafnvel þegar það er bráðnað.',
       'Ef súkkulaðið er brotið þá mun súkkulaðið bráðna.',
       'Ef hita er bætt við súkkulaði þá mun súkkulaðið bráðna.'],
      dtype=object)}",D
Vísindamenn sem eru ósammála niðurstöðum tilraunar ættu að,Mercury_7001243,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['breyta tilrauninni.', 'halda skoðunum sínum fyrir sig.',
       'komast að því hvað aðrir vísindamenn halda um niðurstöðurnar.',
       'endurtaka tilraunina nokkrum sinnum og bera saman niðurstöður.'],
      dtype=object)}",D
Ljós er brotin minnst þegar það fer í gegnum,Mercury_SC_402085,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['sjónaukaglas.', 'lituð gluggatjöld.', 'stækkunargler.',
       'gleraugu.'], dtype=object)}",B
Af hverju er samkeppni á meðal karldýra á pörunartímabilinu mikilvæg í sumum dýrategundum?,Mercury_183960,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['Það tryggir að erfðaefni frá hæfustu dýrunum berist áfram.',
       'Það gerir kvendýrum kleift að greina á milli fullorðinna og ungra karldýra.',
       'Það veitir tegundinni nýjar leiðir til samskipta.',
       'Það hraðar æxlunarferlinu.'], dtype=object)}",A
Hver af eftirfarandi er líklegasta afleiðing þess að fella mikinn fjölda trjáa?,Mercury_SC_407194,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['tap á búsvæðum dýra', 'aukning súrefnis í andrúmsloftinu',
       'minni mengun', 'minnkun jarðvegsrofs'], dtype=object)}",A
Fugl hefur nýlega klakist út úr eggi. Hvaða stig er líklegast að komi næst í lífsferli fuglsins?,MCAS_2013_5_29398,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['fæðing', 'dauði', 'vöxtur', 'æxlun'], dtype=object)}",C
Hvað eiga Vetrarbrautin og aðrar stjörnuþokur í alheiminum sameiginlegt?,Mercury_7097965,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['Þær eru svipaðar að lögun.', 'Þær snúast í sömu átt.',
       'Þær innihalda sama fjölda stjarna.', 'Þær hafa svipuð frumefni.'],
      dtype=object)}",D
Í desember mun ein hlið jarðar fá minna orku frá sólinni en hin hliðin. Hvaða fullyrðing útskýrir þessa staðreynd best?,Mercury_SC_408038,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['Jörðin snýst um ás sinn.', 'Jörðin hallar á ás sínum.',
       'Sólarljós sem ferðast til jarðar endurspeglast af tunglinu.',
       'Sólarljós sem ferðast til jarðar er hindrað af tunglinu.'],
      dtype=object)}",B
Frá jörðinni sjáum við sólina á daginn en aðrar stjörnur á næturnar. Næturstjörnur líta út eins og litlir ljóspunktar. Hver fullyrðing útskýrir hvers vegna næturstjörnur virðast miklu minni en sólin?,OHAT_2007_5_34,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['Stjörnurnar eru miklu minni.',
       'Himinninn er miklu dekkri á nóttunni.',
       'Stjörnurnar eru miklu lengra í burtu.',
       'Tunglið byrgir fyrir meirihluta stjörnuljóssins.'], dtype=object)}",C
Eðlisfræðilegir og efnafræðilegir eiginleikar geta verið notaðir til að flokka efni. Hvað af eftirfarandi sýnir efnafræðilegan eiginleika?,Mercury_SC_LBS10782,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['Silfur bráðnar.', 'Magnesíum brennur.',
       'Brennisteinn er gult fast efni.', 'Ál leiðir hita.'], dtype=object)}",B
Katrín rannsakar hvernig ensím eru mikilvæg fyrir líkamsstarfsemi. Hvernig er best að útskýra hlutverk ensíma í lífefnafræðilegri virkni?,Mercury_7145530,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['Ensím virka við öll pH gildi.', 'Ensím minnka hraða efnaskipta.',
       'Ensím gera efnahvörfum kleift að eiga sér stað við lægra hitastig.',
       'Ensím auka virkjunarorku sem þarf fyrir efnahvörf.'], dtype=object)}",C
Hver er líklegasta afleiðingin af því að tunglið fjarlægist jörðina?,MEA_2010_8_20-v1,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['Tunglsólarhringur er styttri.', 'Tunglmyrkvi varir lengur.',
       'Jörðin færist nær sólinni.', 'Sjávarföll jarðar minnka að stærð.'],
      dtype=object)}",D
Hvaða þáttur getur aukið magn brennisteinsdíoxíðs í andrúmsloftinu?,Mercury_7044048,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['of mikil áburðarnotkun á landbúnaðarsvæðum',
       'starfsemi kolaknúinna raforkuvera', 'heitur sumardagur',
       'of mikil rigning'], dtype=object)}",B
Vísindamaður fann steingerðar leifar sjávarplöntu í klettum í eyðimörk. Hvað segir þessi uppgötvun vísindamanninum líklegast?,Mercury_SC_406541,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['Steingerðarnar mynduðust á fjallstoppi.',
       'Steingerðarnar mynduðust í úrhelli.',
       'Svæðið var með mörg eldgos.',
       'Svæðið var einu sinni þakið vatni.'], dtype=object)}",D
"Natríum, Na, er í sama hópi og",Mercury_412149,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['Ne.', 'Mg.', 'Ca.', 'K.'], dtype=object)}",D
Uppspretta orkunnar fyrir vatnshringrás jarðar er,TIMSS_1995_8_I17,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['vindurinn', 'geislun sólar', 'geislun jarðar', 'þyngdarafl sólar'],
      dtype=object)}",B
Hvernig hefur brennsla jarðefnaeldsneytis mest valdið hnignun á gæðum andrúmsloftsins sem fólk andar að sér?,Mercury_7033810,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['með því að bæta við agnamengun',
       'með því að búa til gat á ósonlaginu',
       'með því að valda sýruúrkomu',
       'með því að auka styrk koltvísýrings'], dtype=object)}",A
Hvaða aðstæður eru dæmi um erfðaeinkenni?,Mercury_401790,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['ljón veiða sebrahesta', 'apar nota kvisti til að ná í mat',
       'fuglar fylgja farfuglamynstri',
       'birnir opna kælitöskur á tjaldsvæðum'], dtype=object)}",A
Nemandi ýtir á tré með 10 newton (N) afli. Tréð hreyfist ekki. Hvert er afl trésins á nemandann?,NYSEDREGENTS_2011_8_43,"{'label': array(['1', '2', '3', '4'], dtype=object), 'text': array(['0 N', '5 N', '10 N', '20 N'], dtype=object)}",3
Hvaða breyting myndi líklega auka fjölda salamandra mest?,Mercury_SC_415480,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['flóð', 'þurrkur', 'eldur', 'skriða'], dtype=object)}",A
Hvaða eiginleika hafa frumeindaþyrnir og fjölfruma lífverur sameiginlega?,NCEOGA_2013_5_33,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['Báðir hafa frumur með sérhæfð hlutverk fyrir hvert lífsferli.',
       'Báðir framkvæma öll lífsferli innan einnar frumu.',
       'Báðir hafa leið til að losna við úrgangsefni.',
       'Báðir geta búið til mat úr sólarljósi.'], dtype=object)}",C
Til að framleiða ljós breyta frumeindir inni í ljósaperu raforku í,Mercury_7014193,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['hreyfiorku.', 'rafsegulgeislun.', 'efnaorku.', 'varmaorku.'],
      dtype=object)}",B
Hvernig eykur fallhlíf loftmótstöðu nægilega til að fallhlífastökkvari geti lent á öruggan hátt?,Mercury_7217105,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['með því að minnka þyngdarkraft sem verkar á fallhlífastökkvarann',
       'með því að minnka heildarþyngd fallhlífastökkvarans',
       'með því að auka loftþrýstinginn í kringum fallhlífina',
       'með því að auka heildaryfirborðsflatarmál fallhlífarinnar'],
      dtype=object)}",D
"Ný lífvera finnst. Hún er fjölfruma, sjálfnærandi og hreyfist ekki af sjálfsdáðum. Í hvaða ríkjum gæti lífveran tilheyrt?",Mercury_7262833,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['Sveppir og plöntur', 'Frumdýr og plöntur', 'Dýr og sveppir',
       'Frumdýr og dýr'], dtype=object)}",B
