idx,sentence,errors,has_error,corrected_sentence
47291,"['Á' 'Íslandi' 'fékk' 'Rauði' 'krossinn' 'leyfi' 'fyrir' 'þessum' 'spilum'
 'árið' '1972' 'sem' 'var' 'upphafið' 'að' 'spilakassarekstri'
 'samtakanna' '.']","[array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object)
 array(['grammar'], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object)]",True,"['Á' 'Íslandi' 'fékk' 'Rauði' 'krossinn' 'leyfi' 'fyrir' 'þessum' 'spilum'
 'árið 1972' 'sem' 'var' 'upphafið' 'á' 'spilakassarekstri' 'samtakanna'
 '.']"
18965,"['Jenson' 'Button' 'er' 'efstur' 'í' 'stigamótinu' ',' 'en' 'Vettel' 'og'
 'Webber' 'hafa' 'færst' 'upp' 'fyrir' 'Rubens' 'Barrichello' '.']","[array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)]",False,"['Jenson' 'Button' 'er' 'efstur' 'í' 'stigamótinu' ',' 'en' 'Vettel' 'og'
 'Webber' 'hafa' 'færst' 'upp' 'fyrir' 'Rubens' 'Barrichello' '.']"
5786,"['Þá' 'bætist' 'við' 'að' 'ekki' 'megi' 'blanda' 'saman' 'fisktegundum'
 'í' 'körum' '.']","[array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)]",False,"['Þá' 'bætist' 'við' 'að' 'ekki' 'megi' 'blanda' 'saman' 'fisktegundum'
 'í' 'körum' '.']"
26516,"['Holtavirkjun' 'og' 'Hvammsvirkjun' 'eru' 'í' 'fimmtánda' 'og' 'sextánda'
 'sæti' 'yfir' 'svæði' 'sem' 'æskilegt' 'er' 'að' 'virkja' 'og' 'í'
 'tuttugasta' 'og' 'áttunda' 'sæti' 'er' 'síðan' 'Urriðafossvirkjun' '.']","[array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object)
 array(['vocabulary'], dtype=object) array([], dtype=object)
 array([], dtype=object)]",True,"['Holtavirkjun' 'og' 'Hvammsvirkjun' 'eru' 'í' 'fimmtánda' 'og' 'sextánda'
 'sæti' 'yfir' 'svæði' 'sem' 'æskilegt' 'er' 'að' 'virkja' 'og' 'í'
 'tuttugasta' 'og' 'áttunda' 'sæti' 'er' '' 'Urriðafossvirkjun' '.']"
34282,"['Hún' 'gerði' 'mörg' 'verk' 'tengd' 'Valentínusardegi' ',' 'Degi'
 'heilags' 'Patreks' ',' '4.' 'júlí' ',' 'Hrekkjavöku' 'og' 'Jólum' '.']","[array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object)
 array(['grammar'], dtype=object) array([], dtype=object)
 array(['orthography'], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object)
 array(['orthography'], dtype=object) array([], dtype=object)
 array(['orthography'], dtype=object) array([], dtype=object)]",True,"['Hún' 'gerði' 'mörg' 'verk' 'tengd' 'Valentínusardeginum' ',' 'degi'
 'heilags' 'Patreks' ',' '4. júlí' ',' 'hrekkjavöku' 'og' 'jólum' '.']"
57864,"['Lífið' 'er' 'allt' 'of' 'stutt' 'til' 'þess' 'að' 'velta' 'sér' 'upp'
 'úr' 'því' 'sem' 'miður' 'fer' '.']","[array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object)]",False,"['Lífið' 'er' 'allt' 'of' 'stutt' 'til' 'þess' 'að' 'velta' 'sér' 'upp'
 'úr' 'því' 'sem' 'miður' 'fer' '.']"
19119,"['Í' 'fyrsta' 'lagi' 'eru' 'fáir' 'sérlega' 'skemmtilegir' 'þannig' 'og'
 'í' 'öðru' 'lagi' 'breytist' 'ástandið' 'lítið' 'við' 'að' 'láta'
 'reiðina' 'taka' 'völdin' '.']","[array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object)]",False,"['Í' 'fyrsta' 'lagi' 'eru' 'fáir' 'sérlega' 'skemmtilegir' 'þannig' 'og'
 'í' 'öðru' 'lagi' 'breytist' 'ástandið' 'lítið' 'við' 'að' 'láta'
 'reiðina' 'taka' 'völdin' '.']"
25409,"['Það' 'myndi' 'vera' 'mér' 'allt' 'ef' 'ég' 'næði' 'að' 'vinna' 'á'
 'heimavelli' ',' 'draumur' 'sem' 'myndi' 'rætast' '.']","[array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)]",False,"['Það' 'myndi' 'vera' 'mér' 'allt' 'ef' 'ég' 'næði' 'að' 'vinna' 'á'
 'heimavelli' ',' 'draumur' 'sem' 'myndi' 'rætast' '.']"
16520,"['Akstur' 'undir' 'áhrifum' 'vímuefna' 'hefur' 'færst' 'verulega' 'í'
 'vöxt' 'á' 'Akureyri' 'síðustu' 'misserin' ',' 'líkt' 'og' 'víða'
 'annars' 'staðar' 'á' 'landinu' 'og' 'eru' 'slík' 'tilvik' 'sumstaðar'
 'orðin' 'algengari' 'en' 'ölvunarakstur' '.']","[array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object)
 array(['orthography'], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array(['orthography'], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object)]",True,"['Akstur' 'undir' 'áhrifum' 'vímuefna' 'hefur' 'færst' 'verulega' 'í'
 'vöxt' 'á' 'Akureyri' 'síðustu' 'misserin' ',' 'líkt' 'og' 'víða'
 'annars' 'staðar' 'á' 'landinu' ',' 'og' 'eru' 'slík' 'tilvik'
 'sums staðar' 'orðin' 'algengari' 'en' 'ölvunarakstur' '.']"
50519,"['Þeir' 'voru' 'svangir' 'og' 'blankir' 'eitt' 'föstudagskvöld' 'og'
 'fengu' 'þá' 'að' 'vita' 'að' 'það' 'væri' 'frír' 'bjór' 'og' 'pítsa'
 'fyrir' 'þá' 'sem' 'skráðu' 'sig' 'í' 'flokkinn' 'það' 'kvöldið' '.']","[array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object)]",False,"['Þeir' 'voru' 'svangir' 'og' 'blankir' 'eitt' 'föstudagskvöld' 'og'
 'fengu' 'þá' 'að' 'vita' 'að' 'það' 'væri' 'frír' 'bjór' 'og' 'pítsa'
 'fyrir' 'þá' 'sem' 'skráðu' 'sig' 'í' 'flokkinn' 'það' 'kvöldið' '.']"
558,"['Sjóðurinn' 'dreifir' 'áhættunni' 'á' 'bankana' 'sex' 'þúsund' 'og'
 'færir' 'þannig' 'áhættuna' 'af' 'ríkissjóðum' 'aðildarríkjanna' 'og'
 'evrópskum' 'skattgreiðendum' '.']","[array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)]",False,"['Sjóðurinn' 'dreifir' 'áhættunni' 'á' 'bankana' 'sex' 'þúsund' 'og'
 'færir' 'þannig' 'áhættuna' 'af' 'ríkissjóðum' 'aðildarríkjanna' 'og'
 'evrópskum' 'skattgreiðendum' '.']"
52604,"['Koma' 'má' 'í' 'veg' 'fyrir' 'þjófnað' 'með' 'því' 'að' 'telja' 'ekki'
 'sjaldgæfa' 'hluti' 'verðmæta' '.']","[array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)]",False,"['Koma' 'má' 'í' 'veg' 'fyrir' 'þjófnað' 'með' 'því' 'að' 'telja' 'ekki'
 'sjaldgæfa' 'hluti' 'verðmæta' '.']"
9041,"['Sjómaðurinn' 'káti' 'er' 'í' 'skýjunum' 'með' 'fenginn' 'en' 'fiskurinn'
 'verður' 'verkaður' 'í' 'fiskverkuninni' 'Þorbjörn' 'í' 'Grindavík' '.']","[array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array(['grammar', 'grammar'], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)]",True,"['Sjómaðurinn' 'káti' 'er' 'í' 'skýjunum' 'með' 'fenginn' 'en' 'fiskurinn'
 'verður' 'verkaður' 'í' 'fiskverkuninni' 'Þorbirni' 'í' 'Grindavík' '.']"
2295,"['Sérstakt' 'átak' 'í' 'hagræðingarferlinu' 'muni' 'standa' 'yfir' 'í'
 'ár' 'og' 'næsta' 'ár' '.']","[array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object)]",False,"['Sérstakt' 'átak' 'í' 'hagræðingarferlinu' 'muni' 'standa' 'yfir' 'í'
 'ár' 'og' 'næsta' 'ár' '.']"
25786,"['Þau' 'voru' '10,6' 'milljörðum' 'króna' 'lakari' 'en' 'á' 'sama'
 'tímabili' 'á' 'síðasta' 'ári' '.']","[array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object)]",False,"['Þau' 'voru' '10,6' 'milljörðum' 'króna' 'lakari' 'en' 'á' 'sama'
 'tímabili' 'á' 'síðasta' 'ári' '.']"
44170,"['Konan' 'fékk' 'drepbólu' 'á' 'eyra' 'en' 'læknaðist' ',' 'maður' 'á'
 'bænum' 'fékk' 'bólu' 'á' 'vör' 'og' 'dó' '.']","[array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)]",False,"['Konan' 'fékk' 'drepbólu' 'á' 'eyra' 'en' 'læknaðist' ',' 'maður' 'á'
 'bænum' 'fékk' 'bólu' 'á' 'vör' 'og' 'dó' '.']"
27144,['Þetta' 'sýna' 'niðurstöður' 'nýjustu' 'verðkönnunar' 'ASÍ' '.'],"[array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object)]",False,['Þetta' 'sýna' 'niðurstöður' 'nýjustu' 'verðkönnunar' 'ASÍ' '.']
53993,"['Einnig' 'mætti' 'líka' 'færa' 'eitthvað' 'af' 'kennslunni' 'í'
 'leikskólana' ',' 'byrja' 'að' 'kenna' 'krökkum' 'stafrófið' 'þegar'
 'þau' 'eru' 'fimm' 'ára' '.']","[array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)]",False,"['Einnig' 'mætti' 'líka' 'færa' 'eitthvað' 'af' 'kennslunni' 'í'
 'leikskólana' ',' 'byrja' 'að' 'kenna' 'krökkum' 'stafrófið' 'þegar'
 'þau' 'eru' 'fimm' 'ára' '.']"
14600,"['""' 'Loksins' ',' 'eftir' 'að' 'hafa' 'kysst' 'marga' 'froska' ',' 'hef'
 'ég' 'fundið' 'prinsinn' 'minn' '.' '""']","[array(['orthography'], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object)
 array(['orthography'], dtype=object)]",True,"['„' 'Loksins' ',' 'eftir' 'að' 'hafa' 'kysst' 'marga' 'froska' ',' 'hef'
 'ég' 'fundið' 'prinsinn' 'minn' '.' '“']"
25869,"['Svíþjóð' 'lagði' 'Bandaríkin' '2' '-' '1' 'í' 'lokaumferð' 'C-riðils'
 'á' 'heimsmeistaramóti' 'kvenna' 'í' 'knattspyrnu' 'í' 'gærkvöldi' '.']","[array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object)]",False,"['Svíþjóð' 'lagði' 'Bandaríkin' '2' '-' '1' 'í' 'lokaumferð' 'C-riðils'
 'á' 'heimsmeistaramóti' 'kvenna' 'í' 'knattspyrnu' 'í' 'gærkvöldi' '.']"
56236,"['Þannig' 'græðir' 'hún' 'eitt' 'ár' 'og' 'þá' 'er' 'hún' 'komin' 'á'
 'sama' 'stað' 'og' 'með' 'því' 'sem' 'hún' 'lagði' 'fram' '.']","[array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)]",False,"['Þannig' 'græðir' 'hún' 'eitt' 'ár' 'og' 'þá' 'er' 'hún' 'komin' 'á'
 'sama' 'stað' 'og' 'með' 'því' 'sem' 'hún' 'lagði' 'fram' '.']"
8885,"['Þess' 'í' 'stað' 'er' 'áhorfendum' ',' 'á' 'öllum' 'aldri' ',' 'boðið'
 'að' 'fylla' 'inn' 'í' 'eyðurnar' 'af' 'sinni' 'eigin' 'list' 'og' 'gefa'
 'ímyndunaraflinu' 'lausan' 'tauminn' '.']","[array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object)]",False,"['Þess' 'í' 'stað' 'er' 'áhorfendum' ',' 'á' 'öllum' 'aldri' ',' 'boðið'
 'að' 'fylla' 'inn' 'í' 'eyðurnar' 'af' 'sinni' 'eigin' 'list' 'og' 'gefa'
 'ímyndunaraflinu' 'lausan' 'tauminn' '.']"
6709,"['„' 'Þetta' 'snýst' 'um' 'að' 'við' 'reynum' 'að' 'fjölga' 'þessum'
 'köflum' 'og' 'þeir' 'reyna' 'að' 'hafa' 'þá' 'sem' 'fæsta' 'og' 'við'
 'erum' 'enn' 'að' 'finna' 'okkur' 'dálítið' '.']","[array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array(['style'], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array(['style'], dtype=object) array([], dtype=object)]",True,"['„' 'Þetta' 'snýst' 'um' 'að' 'við' 'reynum' 'að' 'fjölga' 'þessum'
 'köflum' 'og' 'þeir' 'reyna' 'að' 'hafa' 'þá' 'sem' 'fæsta' 'og' 'við'
 'erum' 'enn' 'dálítið' 'að' 'finna' 'okkur' '' '.']"
48097,"['Faðir' 'hans' ',' 'William' 'Hunter' 'Stanger' ',' 'var' 'frá'
 'Orkneyjum' 'en' 'móðirin' ',' 'Sarah' 'Gudfinna' 'Johnston' '('
 'Guðfinna' 'Jónsdóttir' ')' 'var' 'íslensk' 'en' 'ekki' 'er' 'vitað' 'um'
 'ætt' 'hennar' 'eða' 'hvaðan' 'af' 'Íslandi' 'hún' 'var' '.']","[array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)]",False,"['Faðir' 'hans' ',' 'William' 'Hunter' 'Stanger' ',' 'var' 'frá'
 'Orkneyjum' 'en' 'móðirin' ',' 'Sarah' 'Gudfinna' 'Johnston' '('
 'Guðfinna' 'Jónsdóttir' ')' 'var' 'íslensk' 'en' 'ekki' 'er' 'vitað' 'um'
 'ætt' 'hennar' 'eða' 'hvaðan' 'af' 'Íslandi' 'hún' 'var' '.']"
32744,"['Ég' 'hugsaði' 'að' 'ég' 'ætti' 'nógu' 'erfitt' 'með' 'að' 'fá'
 'leikarahutverk' ',' 'svo' 'ég' 'bjó' 'til' 'Martin' 'Sheen' '.']","[array([], dtype=object) array(['grammar', 'grammar'], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object)]",True,"['Ég' 'hugsaði' 'með mér' 'að' 'ég' 'ætti' 'nógu' 'erfitt' 'með' 'að' 'fá'
 'leikarahutverk' ',' 'svo' 'ég' 'bjó' 'til' 'Martin' 'Sheen' '.']"
37453,"['Þetta' 'var' 'þriðja' 'uppfærsla' 'Pólýfónkórsins' 'á' 'H-moll'
 'messunni' ',' 'þær' 'fyrri' 'voru' '1968' 'og' '1976' '.']","[array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object)]",False,"['Þetta' 'var' 'þriðja' 'uppfærsla' 'Pólýfónkórsins' 'á' 'H-moll'
 'messunni' ',' 'þær' 'fyrri' 'voru' '1968' 'og' '1976' '.']"
27375,"['Hvernig' 'má' 'það' 'vera' 'að' 'umræða' 'um' 'rándýran' 'hjólastíg'
 'yfir' 'Arnanesið' 'sé' 'yfirleitt' 'í' 'umræðunni' ',' 'til' 'að'
 'hlífa' 'íbúum' 'á' 'Arnarnesi' 'við' 'hjólreiðamönnum' 'og' 'ónæði'
 'sem' 'þeim' 'fylgir' ',' 'þegar' 'bæjaryfirvöld' 'sjá' 'sér' 'ekki'
 'fært' 'að' 'leysa' 'bráðan' 'vanda' 'sem' 'nemur' '3' 'miljónum' '?']","[array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array(['orthography'], dtype=object)
 array([], dtype=object)]",True,"['Hvernig' 'má' 'það' 'vera' 'að' 'umræða' 'um' 'rándýran' 'hjólastíg'
 'yfir' 'Arnanesið' 'sé' 'yfirleitt' 'í' 'umræðunni' ',' 'til' 'að'
 'hlífa' 'íbúum' 'á' 'Arnarnesi' 'við' 'hjólreiðamönnum' 'og' 'ónæði'
 'sem' 'þeim' 'fylgir' ',' 'þegar' 'bæjaryfirvöld' 'sjá' 'sér' 'ekki'
 'fært' 'að' 'leysa' 'bráðan' 'vanda' 'sem' 'nemur' '3' 'milljónum' '?']"
46219,"['Vatnakarpi' 'er' 'botnfiskur' 'og' 'aflar' 'mestallrar' 'sinnar' 'fæðu'
 'þar' 'ásamt' 'því' 'að' 'leita' 'alveg' 'upp' 'á' 'yfirborðið' 'eftir'
 'fæðu' '.']","[array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object)]",False,"['Vatnakarpi' 'er' 'botnfiskur' 'og' 'aflar' 'mestallrar' 'sinnar' 'fæðu'
 'þar' 'ásamt' 'því' 'að' 'leita' 'alveg' 'upp' 'á' 'yfirborðið' 'eftir'
 'fæðu' '.']"
105,"['Alls' 'lék' 'liðið' '64' 'mótsleiki' 'í' 'röð' 'á' 'heimavelli' 'án'
 'taps' '.']","[array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)]",False,"['Alls' 'lék' 'liðið' '64' 'mótsleiki' 'í' 'röð' 'á' 'heimavelli' 'án'
 'taps' '.']"
50034,"['Helsta' 'fæða' 'bjúgorma' 'eru' 'hægfara' 'lífverur' 'sem' 'eru' 'á'
 'sama' 'búsvæði' 'og' 'bjúgormarnir' ',' 'oft' 'smærri' 'ormar' 'eins'
 'og' 'burstormar' '(' 'fræðiheiti' ':' 'Polychatete' ')' '.']","[array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array(['orthography'], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)]",True,"['Helsta' 'fæða' 'bjúgorma' 'eru' 'hægfara' 'lífverur' 'sem' 'eru' 'á'
 'sama' 'búsvæði' 'og' 'bjúgormarnir' ',' 'oft' 'smærri' 'ormar' 'eins'
 'og' 'burstaormar' '(' 'fræðiheiti' ':' 'Polychatete' ')' '.']"
24764,"['Þannig' 'virki' 'hrukkurnar' 'eins' 'og' 'mynstur' 'á' 'bíldekkjum' 'og'
 'nái' 'betra' 'gripi' 'á' 'sleipu' 'yfirborði' '.']","[array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object) array([], dtype=object) array([], dtype=object)
 array([], dtype=object)]",False,"['Þannig' 'virki' 'hrukkurnar' 'eins' 'og' 'mynstur' 'á' 'bíldekkjum' 'og'
 'nái' 'betra' 'gripi' 'á' 'sleipu' 'yfirborði' '.']"
