link,question_number,flores_passage,question,mc_answer1,mc_answer2,mc_answer3,mc_answer4,correct_answer_num,dialect,ds
https://en.wikibooks.org/wiki/Wikijunior:Biology/Kingdoms/Plants,1,Plöntur mynda súrefni sem mennirnir anda að sér og þær taka í sig koltvísýring sem mennirnir anda út (anda því út). Plöntur skapa fæðu sína með því að nota sólina og ljóstillífun. Þær veita einnig skugga. Við byggjum híbýli okkar úr plöntum og gerum fötin úr plöntum. Megnið af matnum okkar er plöntur. Dýr gætu ekki lifað án plantna.,Hvað aðstoðar plöntur við ljóstillífun?,Skuggi,Dýr,Matur,Sól,4,isl_Latn,2023-07-21
"https://en.wikinews.org/wiki/Phone_threat_closes_tunnels,_snarls_traffic_in_Baltimore,_Maryland",2,"Á sama tíma og yfirvöld eru ekki viss um hversu alvarleg hótunin er, greið Maryland Transportaion Authority til lokunarinnar að áeggjan FBI. Vörubifreiðar voru notaðar til að loka göngunum og 80 lögreglumenn voru til taks til að vísa ökumönnum aðra leið. Ekki var greint frá miklum umferðartöfum á hringbrautinni, varaleið borgarinnar.",Hvað var gert við inngangana í göngin á meðan lokað var?,Þeim var lokað,Þeir voru notaðir sem hjáleið,Þeir voru opnir bílum,Það var mikil umferð við þá ,1,isl_Latn,2023-07-21
https://en.wikivoyage.org/wiki/Bread_and_confectionery,1,"Þýskt sætabrauð er nokkuð gott og í Bæjaralandi. Það er ríkulegt og margbreytilegt, ekki ósvipað og hjá nágrönnunum í suðri, Austurríki. Ávaxtabökur eru algengar og epli eru bökuð allt árið um kring. Kirsuber og plómur bætast svo við yfir sumartímann. Mikið af þýsku bakkelsi inniheldur einnig möndlur, heslihnetur og aðrar trjáhnetur. Vinsælar kökur fara oft vel saman við bolla af sterku kaffi. Ef þig langar að prófa smágert en bragðgott bakkelsi skaltu prófa bakkelsið sem kallast á heimamáli Berliner, Pfannkuchen eða Krapfen.",Hvaða fólk ætti að forðast þýskt bakkelsi?,Fólk með alvarlegt hnetuofnæmi,Fólk sem vill fituríka eftirrétti,Fólk sem líkar ekki við súkkulaði,Fólk sem vill sætindi fram yfir saltan mat,1,isl_Latn,2023-07-21
https://en.wikinews.org/wiki/US_President_Trump_announces_troop_withdrawal_from_Syria,2,"Þegar langt var liðið á sunnudaginn tilkynnti Donald Trump, forseti Bandaríkjanna, í yfirlýsingu sem í gegnum fjölmiðlafulltrúa sinn, að bandarískir hermenn myndu yfirgefa Sýrland. Tilkynningin var send eftir símtal Trumps við Recep Tayyip Erdoğan, sem er forseti Tyrklands. Tyrkland myndi einnig taka við því að halda vörð um bardagamenn ISIS, en í tilynningunni stóð að ríki Evrópu hafðu neitað að taka við aftur.","Samkvæmt því sem fram kemur í yfirlýsingunni, hvaða land tók að sér að halda vörð um bardagamennina sem voru í haldi?",Sýrland,Evrópa,Bandaríkin ,Kalkúnn,4,isl_Latn,2023-07-21
https://en.wikibooks.org/wiki/Wikijunior:Languages/Hindi,2,Margar mismunandi ágiskanir eru til um hve margir tali hindí. Talið er að það sé annað til fjórða mest talaða tungumál í heimi. Fjöldi manns með tungumálið að móðurmáli er breytilegur eftir því hvort mjög nátengdar mállýskur eru taldar með eða ekki. Það eru frá 340 til 500 milljónum sem tala málið og allt að 800 milljónir skilja það. Hindí og úrdú hafa svipaðan orðaforða en ritmálin eru ólík; í venjulegum samræðum geta viðmælendur beggja tungumála yfirleitt skilið hvorn annan.,Hvert af eftirfarandi á við um tungumálin hindí og úrdú?,Þeir sem tala annað málið eiga erfitt með að skilja hitt,Þau hafa mismunandi rithátt,"Þau eiga margt sameiginlegt, bæði í orðaforða og ritun",Orðaforðinn er ólíkur,2,isl_Latn,2023-07-21
https://en.wikibooks.org/wiki/Communication_Theory/Uses_and_Gratifications,1,"Netið sameinar þætti bæði fjölmiðlunar og persónulegra samskipta. Sérkenni Netsins skapaði viðbótarvídd varðandi nýtni og fullnægjandi nálgun. Til dæmis er bent á „þekkingaröflun“ og „félagsleg samskipti“ sem mikilvægan hvata internetnotkunar (James o.fl., 1995). „Persónuleg þátttaka“ og „áframhaldandi sambönd“ voru einnig skilgreind sem nýir hvetjandi þættir af Eighmey og McCord (1998) þegar þeir rannsökuðu viðbrögð áhorfenda við vefsíðum.",Hvert af eftirtöldu lýsir ekki hvata til að nota netið til að viðhalda samböndum við fólk?,Viðskiptalegt tengslanet,Viðhalda samskiptum við fjölskyldu,Ferðaupplýsingar,Hitta nýtt fólk,3,isl_Latn,2023-07-21
https://en.wikivoyage.org/wiki/West_Africa,2,"Í norðri liggja landamæri héraðsins að Sahel og í suðri og vestri að Atlantshafinu. Konur: Ráðlagt er að konur sem ferðast segist vera giftar, án tillits til raunverulegrar hjúskaparstöðu. Einnig er gagnlegt að bera hring (bara ekki hring sem lítur út fyrir að vera of dýr). Konur ættu að gera sér grein fyrir að ólík menning getur birst í því sem þær teldu áreitni og ekki er óalgengt að vera eltur, gripið í handlegginn o.s.frv. Vertu ákveðin þegar þú hafnar mönnum og óhrædd að standa fast á þínu (menningarlegur munur eða ekki réttlætir þetta ekki!).",Hvað af þessu væri gott ráð fyrir konu sem ferðast ein um svæðið sem talað er um í kaflanum?,Vita að það er ekki algengt að þær séu eltar,Ganga með stóran hring til að sýna hjúskaparstöðu,Að skilja að vegna menningarmuns ætti maður ekki að standa fast á sínu,Ef menn sýna óæskilega hegðun skaltu vera ákveðin þegar þú hafnar þeim,4,isl_Latn,2023-07-21
https://en.wikinews.org/wiki/Golf_and_rugby_set_to_return_to_the_Olympic_Games,2,"Bæði golf og ruðningur eiga að koma aftur inn á Ólympíuleikana. Alþjóðaólympíunefndin kaus með meðtalningu íþróttagreinanna á framkvæmdastjórnarfundi sínum í Berlín í dag. Rúgbý, einkum rúgbýbandalagið, og golf voru valdar í stað fimm annarra greina til þátttöku á Ólympíuleikunum. Reynt var að koma skvassi, karate og íþróttum á hjólum inn á Ólympíuleikana sem og hafnabolta og mjúkbolta, sem voru kosnir út af Ólympíuleikunum árið 2005. Alþjóðaviðskiptastofnunin þarf samt að staðfesta atkvæðagreiðsluna á fundi sínum sem haldinn verður í október í Kaupmannahöfn.",Hver af eftirtöldum íþróttagreinum hlaut kosningu um að verða tekin inn á Ólympíuleikana?,Íþróttir á hjólum,Hafnabolti,Rúgbýbandalagið,Mjúkbolti,3,isl_Latn,2023-07-21
https://en.wikivoyage.org/wiki/Travel_writing,1,Besta leiðin þegar hafist er handa við ferðaritstörf er að bæta hæfni þína á þekktri vefsíðu með ferðabloggi. Þegar þú hefur náð færni við að sníða og ritstýra á netinu getur þú síðan búið til þína eigin vefsíðu síðar meir.,"Samkvæmt því sem fram kemur í kaflanum, hvað af eftirfarandi væri síðasta skrefið í því að hefja ferðaritstörf?",Að kunna að sníða vefsíður,Skrifa nokkrar greinar fyrir þekkta ferðabloggsíðu,Setja upp sína eigin heimasíðu,Slípa yfirlestrarhæfileika,3,isl_Latn,2023-07-21
https://en.wikibooks.org/wiki/Wikijunior:The_Elements/Hydrogen,2,Stjörnur gefa frá sér ljós og hita vegna orkunnar sem myndast þegar vetnisatóm eru sameinuð (eða dreifast) saman til að mynda þyngri frumefni. Vísindamenn vinna að því að smíða kjarnaofn sem getur búið til orku á sama hátt. Þetta er hins vegar mjög erfitt vandamál að leysa og það mun taka mörg ár áður en við sjáum gagnlega samrunaofna byggða.,Hvert af eftirtöldu myndi nothæfur kjarnaofn framleiða?,Vetni,Stjörnur,Atóm,Orku,4,isl_Latn,2023-07-21
https://en.wikinews.org/wiki/Ma_Ying-jeou_wins_2008_Taiwan_presidential_election,1,"""Ma fæddist í Hong Kong og stundaði nám við háskólann í New York og lögfræði við Harvard-háskóla og var eitt sinn með „græna kortið"""" og fasta búsetu í Bandaríkjunum. Hsieh gaf í skyn þegar kosningarnar fóru fram að Ma kynni að flýja land um leið og neyðarástand yrði. Hsieh sagði einnig að hinn myndfríði Ma hugaði frekar að stíl en innihaldi. Þrátt fyrir ásakanirnar vann Ma þægilegan sigur með það á stefnuskránni að auka tengsl við meginland Kína.""",Í hvaða landi stundaði Ma laganám?,Bandaríkjunum,Kína,Ástralíu,Hong Kong,1,isl_Latn,2023-07-21
https://en.wikivoyage.org/wiki/Paris,1,"""Parísarbúar verið þekktir þekktir fyrir að vera sjálfhverfir, dónalegir og hrokafullir. Þó þetta sé oft aðeins ónákvæm staðalímynd, er besta leiðin til að njóta dvalarinnar í París að sýna spariskapið og hegða sér eins og maður sé """"bien élevé"""" (vel upp alinn). Það auðveldar manni lífið verulega. Kaldrænt viðmót Parísarbúa hverfur skjótt ef þú sýnir fram á almenna kurteisi.""","Samkvæmt því sem fram kemur í kaflanum, hver er besta leiðin til að fá Parísarbúa til að líka vel við þig?",Reyna að líkja eftir viðhorfum Parísarbúa ,Sýna mikið sjálfstraust,Vera kurteis,Vera mannblendinn,3,isl_Latn,2023-07-21
https://en.wikinews.org/wiki/Akayev_flees_Kyrgyzstan_as_protesters_seize_control_of_Bishkek,2,"""Greint var frá víðtækum gripdeildum alla nóttina þar sem engir lögreglumenn voru á götum Bishkek. Það stefndi í algjört """"stjórnleysi"""" í Bishkek að sögn eins vitnis, þar sem gengi herjuðu á götum úti og létu greipar sópa í verslunum. Nokkrir íbúar Bishkek ásökuðu mótmælendur frá suðrinu um lögleysuna.""",Hver kenndi mótmælendur frá suðrinu um gripdeildirnar?,Íbúar í Bishkek,Lögreglumenn,Anarkistar,Gengi,1,isl_Latn,2023-07-21
https://en.wikivoyage.org/wiki/Working_abroad,2,"Þegar unnið er í útlöndum verður að skila skattskýrslu í því landi, nema ef viðkomandi er diplómati. Tekjuskatti er skipt niður á mismunandi hátt eftir löndum og skatthlutfall og skattþrep eru mjög ólík á milli landa. Í sumum alríkislöndum, eins og Bandaríkjunum og Kanada, er tekjuskattur innheimtur bæði af alríkinu og hverju ríki fyrir sig, þannig að skatthlutfallið og skattþrepin eru breytileg eftir landsvæðum.","Samkvæmt því sem fram kemur í kaflanum, ef þú vinnur í einu landi og býrð í öðru, hvar er líklegast að þú skilir inn skattskýrslu?",Hvar sem þú býrð venjulega,Í Bandaríkjunum,Í því landi sem þú vinnur,Hvar sem gjöldin eru lægst,1,isl_Latn,2023-07-21
https://en.wikinews.org/wiki/Mass_evictions_from_Oakland%27s_public_housing,1,"Þegar ljóst þótti að margar fjölskyldur myndu leita sér lögfræðiaðstoðar til að berjast gegn útburðinum, var haldinn fundur þann 20. mars í lagamiðstöð East Bay-samfélagsins fyrir fjölskyldurnar sem lentu í íbúðasvindlinu. Þegar leigjendurnir fór að segja frá hvað hafði komið fyrir, áttuðu flestar fjölskyldurnar sig á því að Carolyn Wilson hjá OHA hafði stolið tryggingafénu þeirra og stungið af úr bænum. Leigjendur í Lockwood Gardens telja að það geti verið um 40 fjölskyldur eða fleiri sem kunni að vera bornar út þar sem þau uppgötvuðu að OHA-lögreglan er að rannsaka annað opinbert íbúðarhúsnæði í Oakland sem gæti verið viðrinið húsnæðissvindlið.","Eins og sagt er frá í kaflanum, fyrir hvern vann Carolyn Wilson áður en hún fór úr bænum?",Lagamiðstöð East Bay-samfélagsins,Lögregluna í Oakland,OHA-stofnunina,Lockwood Gardens,3,isl_Latn,2023-07-21
https://en.wikinews.org/wiki/Canadian_professional_wrestler_Luna_Vachon_dies_aged_48,2,"""Xinhua tilkynnti að rannsakendur stjórnvalda hefðu fundið tvo ,svarta kassa'/flugrita á miðvikudaginn. Aðrir glímukappar heiðruðu einnig minningu Luna. Tommy Dreamer sagði """"1Luna var fyrsta Queen of Extreme. Fyrsti umboðsmaður minn. Luna féll frá nótt hinna tveggja tungla. Nokkuð einstakt, eins oghún. Sterk kona."""" Dustin """"Goldust"""" Runnels sagði: """"Luna var jafn klikkuð og ég ... jafnvel klikkaðri ... elska hana og mun sakna hennar ... vonandi er hún á betri stað.""""""",Hver kallaði Lunu klikkaða?,Aðdáendur hennar,Dustin Runnels,Rannsakendur á vegum stjórnvalda,Tommy Dreamer,2,isl_Latn,2023-07-21
https://en.wikinews.org/wiki/Naked_News_to_create_international_language_editions,1,"Í síðustu viku skýrði Naked News frá því að það myndi stórauka framboð sitt á alþjóðlegu tungumálum í fréttaflutningi með þremur nýjum útsendingum. Þetta er alþjóðlegt fyrirtæki sem flytur fréttur á ensku og japönsku og ætlar að framleiða þætti á spænsku, ítölsku og kóresku fyrir sjónvarp, netið og fartæki.",Hvaða tungumál er ekki í boði að tala í þeim þremur nýju fréttaútsendingum sem Naked News ætlar að bæta við útsendingar sínar?,Ítölsku,Kóresku,Japönsku,Spænsku,3,isl_Latn,2023-07-21
https://en.wikibooks.org/wiki/Blended_Learning_in_K-12/Blended_Learning_in_Grades_9-12,1,"""Blogg geta einnig stuðlað að bættri ritunarkunnáttu nemenda. Í upphafi er blogg nemenda oft fullt af lélegri málfræði og stafsetningu, en tilvist lesendahóps breytir því oftast nær. Þar sem nemendur eru oft þeir áhorfendur sem gagnrýna mest byrjar blogghöfundurinn á að leitast við að bæta skrifin til að forðast gagnrýni. Þegar nemendur blogga """"verða þeir að kynna sér betur umheiminn."""" Krafan um að fjalla um áhugasvið lesenda hvetur nemendur til að vera sniðugir og áhugaverðir (Toto, 2004). Bloggskrif er leið til að stuðla að samstarfi og hvetja nemendur til að víkka námið langt út fyrir hefðbundinn skóladag. Ábyrg notkun á bloggi """"getur hvatt nemendur til gagnrýninnar hugsunar; nemendur geta notað efni á netinu til að bæði taka afstöðu til þess sem aðrir eru að skrifa og til að koma sínu eigin sjónarmiði á framfæri í ákveðnum málum (Oravec, 2002).""",Hvert af eftirtöldu er ekki nefnt í kaflanum sem kostur við að nemendur haldi úti bloggi?,Bætt málfræði og ritunarkunnátta,Minni gagnrýni frá áhorfendum,Betri vitund um umheiminn,Aukin löngun til frekara náms,2,isl_Latn,2023-07-21
https://en.wikibooks.org/wiki/Roman_Culture/Medicine,2,"Hernaðarsinnað eðli rómverska heimsveldisins stuðlaði að þróun innan læknisfræðinnar. Ágústus keisari fór að ráða lækna til starfa og setti meira að segja saman fyrstu rómversku herlæknadeildina sem átti að nýtast í kjölfar stríðsátaka. Skurðlæknar þekktu ýmsar tegundir róandi lyfja, þeir þekktu m.a. morfín sem unnið var úr valmúafræjum og skópólamín sem unnið var úr grasafræjum. Vandvirkni var sýnd við aflimun til að bjarga sjúklingum frá drepi, og æðarklemmur og slagæðaklemmur voru notaðar til að stöðva blóðflæði. Í margar aldir olli Rómverska heimsveldið mikilli framþróun á sviði læknisfræðinnar og skapaði mikið af þeirri þekkingu sem við þekkjum í dag.","Samkvæmt því sem fram kemur í kaflanum, hvert af eftirtöldu á ekki rætur að rekja til læknisfræðilegra framfara á tímum Rómarveldis?",Stofnun herlæknadeildar,Harðfylgin hervæðing keisaraveldisins,Stofnun kennslusjúkrahúsa,Keisarinn réði lækna til starfa,3,isl_Latn,2023-07-21
https://en.wikibooks.org/wiki/Wikijunior:How_Things_Work/Time,1,"Tíminn er allt umhverfis okkur og hefur áhrif á allt sem við gerum, þó er erfitt að skilja hann. Tíminn hefur verið rannsóknarefni fræðimanna á sviði trúarbragða, heimspeki og vísinda í árþúsundir. Við upplifum tímann sem röð atburða sem berast úr framtíðinn inn í nútíðina og aftur í fortíðina. Við notum tímann líka til að bera saman lengd atvika. Greina má hvernig tíminn líður með því að fylgjast með sveiflubundnum atburði. Sveiflubundinn atburður er það sem gerist reglulega aftur og aftur.",Hverju ættirðu að fylgjast með þegar kemur að sveiflubundnum atburðum til þess að mæla tíma?,Lengd,Endurtekningu ,Áhrifum,Erfiðleikum,2,isl_Latn,2023-07-21
https://en.wikivoyage.org/wiki/Culture_shock,2,"Endurkomuáfall kemur upp fyrr en menningaráfall (brúðkaupsdagarnir eru styttri), það varir lengur og getur verið alvarlegra. Ferðamann sem áttu auðvelt með að laga sig að nýju menningunni eiga stundum sérlega erfitt með að laga sig aftur að eigin menningu. Þegar snúið er heim eftir búsetu erlendis, hefur maður aðlagast nýrri menningu og glatað niður sumum fyrri venjum. Þegar farið er til útlanda í fyrsta sinn er fólk líklega þolinmótt og skilningsríkt, vitandi að ferðamenn í nýju landi þurfa að aðlagast. Fólk kann ekki að sjá að þolinmæði og skilningur sé einnig nauðsynlegur fyrir ferðamenn þegar þeir snúa aftur heim.","Samkvæmt því sem fram kemur í kaflanum, fyrir hvers konar ferðamann er hætt við að endurkomuáfall verði sérlega erfitt?",Ferðamenn sem hafa upplifað slæmt menningaráfall,Ferðamenn sem voru fljótir að aðlagast búsetu í öðru landi,Ferðamenn sem eru ennþá á hveitibrauðstíma,Ferðamenn sem hafa litla þolinmæði,2,isl_Latn,2023-07-21
https://en.wikivoyage.org/wiki/Round_the_world_flights,2,"Ef þú vilt fljúga hringinn í kringum hnöttinn á suðurhveli jarðar er takmarkað framboð á flugferðum og áfangastöðum vegna skorts á flugleiðum yfir hafið. Ekkert bandalag flugfélaga nær yfir þau þrjú flug yfir höf á suðurhveli jarðar (og SkyTeam flýgur ekki neitt af þeim). Star Alliance býður upp á flugferðir um allt svæðið fyrir utan Suður-Kyrrahaf frá Santíagó í Síle til Tahítí, en slíkar flugferðir eru á vegum LATAM Oneworld. Þetta flug er ekki eini valkosturinn ef þú vilt sleppa Suður-Kyrrahafi og vesturströnd Suður-Ameríku. (sjá hér að neðan)",Hvaða flugfélag flýgur sjaldnast yfir hafið á suðurhveli Jarðar?,StarAlliance,South Pacific,LATAM Oneworld,SkyTeam,4,isl_Latn,2023-07-21
https://en.wikivoyage.org/wiki/Video_recording,2,"Reglur um hefðbundna myndatöku eiga líka við um myndbandsupptöku, jafnvel enn meira. Ef bann liggur við myndatöku af einhverju skaltu ekki reyna að taka upp myndskeið af því. Ef dróni er notaður verður að athuga með góðum fyrirvara hvað má kvikmynda og hvaða leyfa eða viðbótarleyfa verður að afla. Að fljúga dróna í grennd við flugvöll eða yfir mannfjölda er nánast alltaf slæm hugmynd þótt það sé ekki ólöglegt þar sem þú býrð.","Samkvæmt því sem fram kemur í kaflanum, hvar er best að taka myndbönd með dróna?",Í mannfjölda sem kippir sér ekki upp við nærveru drónans,Á svæðum þar sem ljósmyndun er ekki leyfð,Á svæðum þar sem mikið er um að vera og dróninn því ekki jafnsýnilegur,Á svæðum þar sem þú hefur leyfi til að mynda,4,isl_Latn,2023-07-21
https://en.wikinews.org/wiki/Dark_matter_lacks_extra_gravitational_force,2,"Vinnan var að mestu leyti af fræðilegum toga en forritið var smíðað til að herma eftir athugunum á Bogamanns-stjörnuþokunni. Áhrifin sem teymið leitaði að stöfuðu af flóðkrafti á milli hulduefnis stjörnuþokunnar og hulduefnis Vetrarbrautarinnar. Vetrarbrautin beitir afli á Bogamanns-dvergþokuna eins og tunglið togar í jörðina og orsakar sjávarföll. Vísindamennirnir komust að þeirri niðurstöðu að hulduefnið hafði áhrif á annað hulduefni á sama máta og venjulegt efni. Þessi kenning lýsir því að flest hulduefni í kringum vetrarbraut, sé staðsett í kringum hana sem einhvers konar geislabaugur og samanstandi af mörgum litlum ögnum.",Efni hvers af eftirtöldu fylgdust vísindamennirnir með?,Vetrarbrautarinnar og tunglsins,Jarðarinnar og Bogmannsstjörnuþokunnar,Jarðarinnar og tunglsins,Bogamannsstjörnuþokunnar og vetrarbrautarinnar,4,isl_Latn,2023-07-21
https://en.wikibooks.org/wiki/Pakistani_History/Prehistory/Bronze_Age/Indus_Valley_Civilization,2,"Siðmenning Indusdals var bronsaldarsiðmenning á norðvesturhluta Indlands. Hún var á stærstum hluta þess svæðis sem Pakistan er á í dag en einnig á tilteknum svæðum í norðvestur Indlandi og norðaustur Afganistan. Siðmenningin blómstraði við vatnasvæði Indusfljótsins og þaðan á hún því uppruna hvað nafnið varðar. Tilteknir fræðimenn hafa birt kenningar þess efnis að siðmenning hafi eitt sinn dafnað á uppþornuðu vatnasvæði Sarasvati-árinnar, en í reynd ætti að kalla slíka menningu Indus-Saravati-siðmenninguna, en sumir kalla hana hins vegar Harappan-siðmenninguna eftir Harappa þar sem fyrsti fornleifauppgröfturinn átti sér stað í kringum árið 1920.",Hvert af eftirtöldu er ekki nefnt sem hugsanlegt nafn á bronsaldarsiðmenningunni sem rætt er um í kaflanum?,Harappan-menningin,Indus-Sarasvati-menningin,Indusfljóts-menningin,Indusdals-siðmenningin,3,isl_Latn,2023-07-21
https://en.wikinews.org/wiki/Investigation_of_Deutsche_Bank_headquarters_spills_into_second_day,1,"""""""Panamaskjölin"""" er regnhlífarhugtak fyrir um það bil tíu milljónir skjala frá panamísku lögfræðistofunni Mossack Fonseca, sem lekið var til fjölmiðla vorið 2016. Skjölin sýndu fram á að 14 bankar aðstoðuðu ríka viðskiptavini sína að fela auð sem nam milljörðum Bandaríkjadala til að komast undan skattgreiðslum og öðrum reglum. Breska dagblaðið The Guardian gaf í skyn að Deutsche Bank hefði stýrt hartnær þriðjungi þeirra 1200 skúffufyrirtækja sem notuð voru til að koma þessu í kring. Mótmæli voru á heimsvísu, nokkrar saksóknir og leiðtogar ríkisstjórna Íslands og Pakistan sögðu báðir af sér.""",Til hvers voru svokölluðu Panama-skjölin lekið?,Mossack Fonseca lögfræðistofan,Fjölmiðlar,Deutsche Bank,Leiðtogar ríkisstjórnar Íslands,2,isl_Latn,2023-07-21
https://en.wikivoyage.org/wiki/Sleep,1,"Með því að bóka í tíma getur ferðalangurinn slakað á vitandi það að hann hafi tryggt sér gististað þegar hann mætir á svæðið. Ferðaskrifskofur eru oft með samninga við tiltekinn hótel, þó einnig sé hægt að bóka annars skonar gistingu, eins og tjaldstæði, hjá ferðaskrifstofu. Ferðaskrifstofur bjóða yfirleitt pakkaferðir með morgunverði, flutningi til og frá flugvelli og jafnvel flug og hótel í sama pakka. Þeir geta einnig haldið bókuninni fyrir þig ef þú þarft tíma til að hugsa um tilboðið eða afla einhverra skjala fyrir áfangastað þinn (t.d. vegabréfsáritun). Hafið fyrst samband við ferðaskrifstofuna varðandi breytingar og aðrar beiðnir áður en leitað er til hótelsins.","Samkvæmt því sem fram kemur í kaflanum, hvers konar ferðamaður þarf ekki á þjónustu ferðaskrifstofu að halda?",Óákveðinn ferðamaður,Ferðamaður sem vill ferðast með skömmum fyrirvara,Ferðamaður sem hefur ekki fengið vegabréfsáritun,Ferðamaður sem vill helst kaupa pakkaferðir,2,isl_Latn,2023-07-21
https://en.wikinews.org/wiki/Canadian_inspectors_to_test_food_ingredients_from_China,2,"Bæði sýanúrsýra og melamín fundust í þvagsýnum gæludýra sem létust eftir að hafa innbyrt mengað gæludýrafóður. Efnasamböndin tvö hafa áhrif á hvort annað og mynda kristalla sem geta komið í veg fyrir starfsemi nýrna, að sögn vísindamanna við háskólann. Vísindamennirnir rannsökuðu kristalla sem urðu til í þvagi katta með því að setja í það melamín og blásýrusýru. Samsetning þessara kristalla samsvarar þeim sem finnast í þvagi gæludýra sem orðið fyrir áhrifum í samanburði við innrauða litrófsgreiningu (FTIR).",Hvað skoðuðu rannsakendurnir með innrauðri litrófsgreiningu?,Nýrnavirkni,Kristallasamsetningu í þvagi gæludýra,Veik gæludýr,Mengað gæludýrafóður,2,isl_Latn,2023-07-21
https://en.wikinews.org/wiki/Women%E2%80%99s_boxing_to_be_included_in_the_2012_Olympics_for_the_first_time,1,"""Ekki voru allir fylgjandi því að konur fengu að skrá sig. Silfurverðlaunahafinn á Ólympíuleikunum árið 2004, Amir Khan sagði eftirfarandi: """"Innst inni finnst mér ekki að konur ættu að berjast. Þetta er mín skoðun."""" Hann lýsti því yfir, þrátt fyrir það sem hann hafði sagt, að hann myndi styðja keppendurna frá Bretlandi á Ólympíuleikunum í London árið 2012.""","Samkvæmt því sem fram kemur í kaflanum, hvað af eftirtöldu nýtur ekki stuðnings Amirs Khan?",Að konur ættu ekki að berjast á Ólympíuleikunum,Breskir keppendur,Skoðanir kvenna,Að Ólympíuleikarnir séu haldnir í London,1,isl_Latn,2023-07-21
https://en.wikibooks.org/wiki/Wikijunior:Ancient_Civilizations/What_is_a_Civilization%3F,2,"Siðmenning er einstök menning sem mjög stór hópur fólks, sem lifir og starfar sameiginlega í samfélagi, deilir með sér. Orðið siðmenning er tekið frá latneska orðinu civilis, sem þýðir borgaralega, sem tengist latnesku orðunum civis, sem þýðir ríkisborgari og civitas, sem þýðir borg eða borgarríki, og það skilgreinir líka einhvern veginn stærð samfélagsins. Borgríki eru forverar þjóða. Siðmenning felur í sér þekkingu sem flyst á milli kynslóða, menningarlegt fótspor til lengri tíma og sanngjarna dreifingu. Minni samfélög hverfa oft án þess að skilja eftir mikilvægar sögulegar vísbendingar og eru slíkar þjóðmenningar ekki viðurkenndar sem eiginlegar þjóðmenningar.","Samkvæmt því sem fram kemur í kaflanum, hvað kemur á undan þjóðríki?",Siðmenning,Einstakt menningarríki,Borgríki,Minni samfélög,3,isl_Latn,2023-07-21
https://en.wikibooks.org/wiki/Fundamentals_of_Transportation/Traffic_Flow,2,"Umferðarstreymi er rannsókn á ferðum einstakra ökumanna og ökutækja á milli tveggja staða og hver áhrif þeirra eru hver á annan. Því miður er erfitt að rannsaka streymi umferðar því ekki er hægt að segja fyrir um hegðun ökumanna með vissu. Sem betur fer hegða ökumenn sér almennt innan eðlilegra marka. Þar af leiðandi er ákveðið samræmi á umferðarstraumum sem hægt er að sýna í grófum dráttum með stærðfræðilegum útreikningum. Tiil að lýsa betur flæði umferðar hafa verið skilgreind tengsl á milli þriggja helstu eiginleika umferðar: (1) flæði, (2) þéttleiki og (3) hraði. Þessi sambönd hjálpa til við skipulagningu, hönnun og rekstur akbrautaraðstöðu.",Hvert af eftirtöldu er notað til að sýna umferðarstreymi á stærðfræðilegan hátt?,Rekstur vegakerfa,Hegðun bílstjóra,Hönnun vegakerfa,Þéttleiki umferðar,4,isl_Latn,2023-07-21
https://en.wikinews.org/wiki/President_of_Costa_Rica_contracts_H1N1_swine_flu,2,"""Arias greindist jákvæður fyrir vægum einkennum veirunnar, sagði talsmaður forsetans, Rodrigo Arias. Líðan forsetans er stöðug. Hann verður samt í einangrun á heimili sínu í nokkra daga. Mér líður vel fyrir utan að vera með hita og örlítil eymsli í hálsi og ég er í góðu standi til að vinna í fjarvinnu. Ég býst við að mæta aftur til vinnu á mánudaginn,"""" lýsti Arias yfir í tilkynningu sinni.""","Samkvæmt því sem fram kemur í kaflanum, hver eftirfarandi staðhæfinga um forsetann er sönn?",Hann er ekki með hita,Hann verður heima í nokkrar vikur,Hann er nógu hress til að vinna í gegnum tölvu,Hann er alvarlega veikur af veirunni,3,isl_Latn,2023-07-21
https://en.wikinews.org/wiki/China%27s_economy_surpasses_Japan%27s_in_second_quarter,1,Kína hefur byggt upp markaðshagkerfi síðustu þrjá áratugi þrátt fyrir að vera út á við kommúnískt ríki. Fyrstu umbætur í efnahagsmálum fóru fram undir forystu Deng Xiaoping. Frá því hefur efnahagur Kína vaxið 90-falt. Í fyrra flutti Kína í fyrsta sinn út fleiri bifreiðar en Þýskaland og tók fram úr Bandaríkjunum sem stærsti markaðurinn í þessum iðnaði. Innan tveggja áratuga gæti verg landsframleiðsla Kína orðið meiri en Bandaríkjanna.,"Samkvæmt því sem fram kemur í kaflanum, hver eftirfarandi fullyrðinga á ekki við um efnahagsmálum Kína?",Efnahagskerfi Kína hefur vaxið margfalt frá því að umbætur voru gerðar á kerfinu,Kína hefur aðgang að stærri bílaútflutningsmarkaði en Bandaríkin,Verg landsframleiðsla Kína gæti orðið meiri en Bandaríkjanna,Kína hefur aldrei flutt út fleiri bíla en Þýskaland,4,isl_Latn,2023-07-21
