ctx_a,ctx_b,ctx,endings,id,ind,activity_label,source_id,split,split_type,label
[haus] Hvernig á að nota flotabuxur [titill] Velja skal hönnun sem passar í mjótt. [skref] Flotabuxur líta best út þegar þær eru í mjóu lagi. Velja skal formhæfar flotabuxur fram yfir pokahæfar.,,[haus] Hvernig á að nota flotabuxur [titill] Velja skal hönnun sem passar í mjótt. [skref] Flotabuxur líta best út þegar þær eru í mjóu lagi. Velja skal formhæfar flotabuxur fram yfir pokahæfar. ,"['Veldu efni sem passar vel í litla föt eins og bómull eða striga til að hafa sem best útlit. [Undirskrefi] Forðastu töff lágvaxnar kjólbuxur.'
 'Þó að ekki sé nauðsynlegt að vera í horaðri gallabuxum, veldu þá buxur sem passa betur í heildina. [Undirskrefi] Passað útlit hentar vel í formlegum fötum sem eru pöruð við hluti eins og kjóla og blazer.'
 '[undirflokkar] Smávaxnar óværubuxur skal klippa neðarlega á mjaðmir, með hnapp niður v-háls til að passa lágt. Passa að buxurnar nái undir beltisspöng.'
 'Smá efni sem passar vel á að koma í veg fyrir að fótleggir springi eða fjúki. [Undirskrefi] Þegar þú kaupir óþægilegar buxur skaltu velja slímkenndar buxur.']",hellaswag/validation/4557,10105,Personal Care and Style,wikihow~10920,val,zeroshot,1
"Bandarískur karlmaður af afrískum uppruna, í blárri vöðvaskór og undir brynvarða peysubuxum, stendur á sporöskjulaga talandi.",þó hann,"Bandarískur karlmaður af afrískum uppruna, í blárri vöðvaskór og undir brynvarða peysubuxum, stendur á sporöskjulaga talandi. þó hann","['er að tala við myndavélina og sýnir líkamslýsingar vélarinnar hún er komin af stað og þú sérð hvernig hún er hægari.'
 'Hann er að tala um að honum sé haldið með því að vera skyrtulaus og sýnir númerið 678 við hlið sporöskjulaga myndarinnar á móti honum sem sýnir númerið 779.'
 'er í tanktopp undir er hann með racquetball racketball racket og svartan bakgrunn.'
 'er sá eini í íþróttasalnum, það eru tveir sem standa fyrir aftan hann við móttökuborðið.']",hellaswag/validation/507,7108,Elliptical trainer,activitynet~10920,val,indomain,3
Fólkið er sýnt skokka hægt í þessu maraþoni.,þar,Fólkið er sýnt skokka hægt í þessu maraþoni. þar,"['er aðeins einn maður sem stökkvi hvítum boltum í hendurnar á meðan hann skokkar aftur á bak í gegnum allt saman.'
 'eru nokkrir áhorfendur sem eiga erfitt með að anda.'
 'er annað hlé á maraþoninu og karlarnir eru að sýna að þeir hafi fengið tíma.'
 'er myndskeið af manni sem slær á pínusteininn aftur og aftur og fótboltaleikur er sýndur í hægri hreyfingu.']",hellaswag/validation/2651,40320,Running a marathon,activitynet~10920,val,zeroshot,0
Hann tekur svo eftir litlum svörtum og grænum eiturfroski sem situr við hliðina á honum. Froskurinn sleppur svo og stekkur í burtu.,he,Hann tekur svo eftir litlum svörtum og grænum eiturfroski sem situr við hliðina á honum. Froskurinn sleppur svo og stekkur í burtu. he,"['útskýrir hvernig froskurinn seytir eitruðum vökva sem getur verið afar skaðlegur.'
 'situr svo þarna og starir á SMS-vélina sína eins og hann hafi í raun fengið gjöf frá guði.'
 'situr og faðmar annan mann og stillir einnig myndavélina sína.'
 'tekur froskinn á hendinni og kitlar aftan á honum.']",hellaswag/validation/13,188,Sharpening knives,activitynet~10920,val,zeroshot,0
"[haus] Hvernig á að tileinka sér náttúrulega snyrtireglu fyrir viðkvæma húð [titill] Ákveðið húðgerð. [skref] Ekki eru allar húðgerðir viðkvæmar. Margar eru olíukenndar, aðrar þurrar og enn aðrar eru taldar „eðlilegar“.",,"[haus] Hvernig á að tileinka sér náttúrulega snyrtireglu fyrir viðkvæma húð [titill] Ákveðið húðgerð. [skref] Ekki eru allar húðgerðir viðkvæmar. Margar eru olíukenndar, aðrar þurrar og enn aðrar eru taldar „eðlilegar“. ","['""Þekking á húðgerð þinni hjálpar þér að ákveða hvaða kostir henta þér best í lífsstílnum í réttum tíma og rúmi. [Undirskrefin] Olíurík húð þarf að teljast umhverfisástand en ekki endurspegla hana á öðrum húðgerðum.'
 '""Maður þarf að hafa ákveðna húðgerð til að geta skapað náttúrulega fegurð. Það er mismunandi eftir húðgerðum, en hugsaðu um hvað er fínt og hvað ekki.'
 '""Leitaðu ítarlega í húðgerð þinni og lærðu hvernig best er að raka húðina. Til eru nokkur förðunarfyrirtæki, meðal annars bensófenón og töfrakaupmenn, sem bjóða upp á mikið úrval af förðunarvörum, allt frá léttum lit, lágljósum og djúpum lit yfir í blæbrigði.'
 '""þú getur fundið út hversu næm húðin er með því að leita eftir ákveðnum einkennum: kláða, þrengslum eftir sápun, bruna eða sting. [Undirskrefi] Dökkri húð er næmari.']",hellaswag/validation/3282,315,Personal Care and Style,wikihow~10920,val,zeroshot,3
Einstaklingur stendur í snjóþyngslum. Hann er að reyna að hreinsa snjóinn af gangstéttinni.,barnið,Einstaklingur stendur í snjóþyngslum. Hann er að reyna að hreinsa snjóinn af gangstéttinni. barnið,"['stendur bara með skófluna, ekki viss hvað á að gera.'
 'er að nudda snjóinn af gangstéttinni.'
 'fara svo á snjóbrettin sín, fara á sleðana sína og fara af stað niður eftir veginum.'
 'gengur í átt að bílnum og snjór ryður honum úr vegi.']",hellaswag/validation/482,6725,Shoveling snow,activitynet~10920,val,indomain,0
Börn koma með eyðimerkurför fyrir fjölskyldumeðlim sinn.,fjölskyldan,Börn koma með eyðimerkurför fyrir fjölskyldumeðlim sinn. fjölskyldan,"['meðlimur stendur og horfir inn í skála og réttir fólki svo ljósmyndir.'
 'njóta þess að borða saman eyðimörkina.' 'flýtur í á.'
 'meðlimur klippir á sólarvörn.']",hellaswag/validation/22,378,Having an ice cream,activitynet~10920,val,zeroshot,1
"[höf.] Hvernig á að haga sér eins og krossfiskur frá títtnefndum táningum [titill] Vertu mjög útsjónarsamur og vingjarnlegur. [skref] Starfire er yl, ljúf og alltaf tilbúin að vingast við nýtt fólk. Frá því að hún kom til jarðar og tók hana upp sem sitt nýja heimili hefur hún reynt að læra hvað hún getur um plánetuna og fólkið á henni.",,"[höf.] Hvernig á að haga sér eins og krossfiskur frá títtnefndum táningum [titill] Vertu mjög útsjónarsamur og vingjarnlegur. [skref] Starfire er yl, ljúf og alltaf tilbúin að vingast við nýtt fólk. Frá því að hún kom til jarðar og tók hana upp sem sitt nýja heimili hefur hún reynt að læra hvað hún getur um plánetuna og fólkið á henni. ","['Hún er feimin, útsmoginn og áhugalaus. Þú ættir ekki að vera að dæma hana af því að hún er skíthæll eða af því að hún er í fortíðinni! [ Undirskrefi] Þegiðu slæmt eintal þegar þú sérð hana.'
 'Ræðið við fólk og kynnið ykkur það sem þið getið. Ef þið hafið spurningar, skrifið þær niður og lærið hvað þið getið um þær, einnig hvort þið getið skipst á samskiptaupplýsingum.'
 '[Efnisorð] Hún er alræmd fyrir að vera bara buff en margt af því er plat. Auk þess er starfire þekkt fyrir sjarma sinn, viðmót og húmor.'
 'Að haga sér eins og hún, vera vingjarnleg og útsjónarsöm og kynna sig fyrir fullt af nýju fólki. [undirskrefi] Ef það er einhver í þínum skólabekk sem þú þekkir ekki, til dæmis, kynna þig.']",hellaswag/validation/6964,27598,Youth,wikihow~10920,val,indomain,3
"[haus] Hvernig gera má skemmtilegar tilraunir heima [titill] Setja efnin saman í blekið. [skref] Hægt er að nota margt til að búa til ósýnilegt blek, veldu eitt af eftirfarandi: [efnisorð] Appelsínusafi Mjólk Kalkþrúgusafi [titill] Finndu skriffæri.",,"[haus] Hvernig gera má skemmtilegar tilraunir heima [titill] Setja efnin saman í blekið. [skref] Hægt er að nota margt til að búa til ósýnilegt blek, veldu eitt af eftirfarandi: [efnisorð] Appelsínusafi Mjólk Kalkþrúgusafi [titill] Finndu skriffæri. ","['[skref] Ef þú ert með skrifáhöld eins og penna, marker, sköfu eða kúlupenna getur þú notað þá. Í bili er best að hafa plastlistamann eða búa til pappír á stærð við blýantsskæri til að búa til snyrtilegri handverkspenna eins og þennan.'
 '[skref] Þetta getur verið úr kaffibrúsa, stráum eða gafflum eða hvað sem er, svo lengi sem það er öruggt og auðvelt að nálgast það. Það á ekki að vera erfitt að finna það eða vera viss.'
 '[skref] Skriffæri er blýantur, klippiborð eða skápur er reglustiku, blýantsfesting, blað eða fistölva og litaðir blýantar eða markerar. Blýantar eru notaðir um allan heim (fyrir nemendur eru bláberin best - þau leyfa þér að nota hvaða lit sem er).'
 '[skrefi] Til dæmis bómullarhnoðra, tannstöng, málningarpensil eða gosbrunn. [titill] Skrifið á blaðið með því að nota blekið sem þið veljið og skriffærið.']",hellaswag/validation/7603,32319,Education and Communications,wikihow~10920,val,indomain,3
[haus] Hvernig velja á meðferðarstöð fyrir átröskun [titill] Ákveða hvort þú þarft á göngudeildarmeðferð að halda. [skref] Göngudeildir eru meðferðarúrræði þar sem þú ferð á stöðina til að fá meðferð en kemur heim sama dag. Göngudeildir bjóða upp á sveigjanlega valkosti fyrir fólk og eru almennt ódýrari.,,[haus] Hvernig velja á meðferðarstöð fyrir átröskun [titill] Ákveða hvort þú þarft á göngudeildarmeðferð að halda. [skref] Göngudeildir eru meðferðarúrræði þar sem þú ferð á stöðina til að fá meðferð en kemur heim sama dag. Göngudeildir bjóða upp á sveigjanlega valkosti fyrir fólk og eru almennt ódýrari. ,"['[Undirþættir] Göngudeildir eru góðar fyrir þá sem hafa starf sem þeir vilja halda áfram að vinna, starf sem uppfyllir þá eða starf sem þeir eru ennþá að ljúka. Þessi möguleiki er hjálplegur fyrir veikindi sem eru snemmkomin eða ekki eins alvarleg, svo lengi sem þú ert ennþá að sinna flestum daglegum athöfnum.'
 'Ræddu við lækninn áður en þú ákveður að fara á göngudeild, þar sem hann gæti þurft að flytja þig á aðra legudeild eða flytja þig á annað sjúkrahús. [Undirskref] Þú þarft að búa á svæði sem er í göngudeildarmeðferð, svo sem í Colorado, Flórída, Alaska eða Vestur- virginíu.'
 '[Efnisorð] Til að finna meðferðarstöð í nágrenni þínu skaltu leita til þess ríkis eða bæjar sem þú býrð í. Þegar þú hefur fundið bæ skaltu skoða skráningar til að sjá hvort fagfólkið þar hafi fengið þá meðferð sem það leitar eftir.'
 '[titill] Veldu sér meðferðarstöð fyrir átröskunarsjúklinga sem hentar þér. [skref] Mikið er um vinnuálag sem þú getur valið um, það getur verið fæði eingöngu, hreyfingarleysi og samskiptastjórnun.']",hellaswag/validation/5235,14897,Health,wikihow~10920,val,indomain,0
[haus] Hvernig velja á bikiní [titill] Veldu tanníni ef þú ert með eplaform. [skref] Eplaform hafa stærri miðju og granna fætur og handleggi. Tankíní með skyrtu eða formfötum í maganum getur dregið athygli frá því svæði.,,[haus] Hvernig velja á bikiní [titill] Veldu tanníni ef þú ert með eplaform. [skref] Eplaform hafa stærri miðju og granna fætur og handleggi. Tankíní með skyrtu eða formfötum í maganum getur dregið athygli frá því svæði. ,"['Ef þú ert með grannan ramma og breiðar axlir skaltu prófa að nota rétthyrndan tanka úr lérefti eða bómull, því það getur gefið sveigjanlegt og fyrirhafnarlaust útlit. [titill] Farðu í fulla sundföt ef þú ert með barn á brjósti.'
 'Fleygjur geta vakið athygli upp í rass en háværar útfærslur eins og polka-punktar eða regnboga geta vakið meiri athygli í átt að lærum. Of miklar fleygjur geta einnig vakið athygli upp í mitti og hjálpað til við að draga athygli frá brjóstum.'
 'Botn með háum skornum hliðum sýnir af sér fæturna. [ Titill] Veldu þér rúffu bikiní ef þú ert í íþróttaformi.'
 'Fólk með læri eða stærri líkama ætti að vera í bikiní toppum sem eru svipaðir þessu. [ titill] Veldu yfirbreiðslu sem hylur mest af öðrum hlutum líkamans.']",hellaswag/validation/9365,45247,Personal Care and Style,wikihow~10920,val,zeroshot,2
[haus] Hvernig grilla á kalkún [titill] Ef þú ert að grilla á viðarkola skaltu fylla strompbyrjaða á brúnina með viðarkolum og brenna kolunum þar til þau eru komin í ljósa ösku. [skref] Dreifið kolunum í hálfan hring á aðra hlið viðarkolagrútsins. [titill] Settu stóra einnota dreypupönnu í miðjan viðarkolagrútinn og fylltu hana um það bil hálfa leið með volgu vatni.,,[haus] Hvernig grilla á kalkún [titill] Ef þú ert að grilla á viðarkola skaltu fylla strompbyrjaða á brúnina með viðarkolum og brenna kolunum þar til þau eru komin í ljósa ösku. [skref] Dreifið kolunum í hálfan hring á aðra hlið viðarkolagrútsins. [titill] Settu stóra einnota dreypupönnu í miðjan viðarkolagrútinn og fylltu hana um það bil hálfa leið með volgu vatni. ,"['[skref] Þetta viðheldur hitastigi eldsins. [titill] Setjið eldvörpuna á sinn stað, lokuð lokið og látið kolin brenna niður í lágan hita.'
 '[skref] Leggið pönnuna til hliðar til að viðarkol og vatn renni ekki úr brennaranum. [titill] Setjið tvo bolla af ólífuolíu í vaski.'
 '[skref] Vatn virkjar hvatahormónið sem heldur steikinni stöðugri. [undirskref] Ef þú getur reykt áður en kalkúnninn er eldaður, gerðu það.'
 '[skref] Snúið pönnunni þannig að vatnið komist að suðu. [titill] Setjið lítið stykki af soðnum kalkún undir loga.']",hellaswag/validation/7579,32178,Food and Entertaining,wikihow~10920,val,indomain,0
Maður stendur á leikvangi innandyra.,nokkrir einstaklingar,Maður stendur á leikvangi innandyra. nokkrir einstaklingar,"['mæta á leikvanginn og ganga að miðju leikvangsins ásamt fjölda fólks.'
 'kátt er maðurinn gengur inn.' 'ganga framhjá manninum.'
 'hátt fimm hvor.']",hellaswag/validation/2316,35776,High jump,activitynet~10920,val,zeroshot,2
Gleraugun fyllast svo af vatni og hann tekur gleraugun af sér og hreyfir myndavélina enn til að tala.,manninn,Gleraugun fyllast svo af vatni og hann tekur gleraugun af sér og hreyfir myndavélina enn til að tala. manninn,"['Hann snýr loks seglinu undir stönginni og notar hræripottinn til að leika sér með seglið.'
 'stendur núna fyrir utan bílinn við hliðina á veginum með fótinn í skó sem er nálægt girðingu en hann er ekki að nota hann því það er langt út.'
 'síðan leikur hann sér að ýmsum leikjum á borðinu sínu og heldur áfram að tala við myndavél og hreyfa sig.'
 'setur svo aftur á sig gleraugun á meðan hann tæmir vatnið og gefur þumalfingur upp að myndavélinni.']",hellaswag/validation/2562,39270,Scuba diving,activitynet~10920,val,indomain,3
"[haus] Hvernig má auka verðmæti húsnæðis á ódýran hátt [titill] Gera grunnhreinsun. [skref] Ekkert gefur betri ávöxtun á fjárfestingu en örlítil olnbogaroðaþykkn. Hreinna húsnæði mun höfða betur til fasteignasala þegar hann aðstoðar við að ákveða verð, sem og til matstækisins sem bankinn sendir út þegar þú ert með tilboð.",,"[haus] Hvernig má auka verðmæti húsnæðis á ódýran hátt [titill] Gera grunnhreinsun. [skref] Ekkert gefur betri ávöxtun á fjárfestingu en örlítil olnbogaroðaþykkn. Hreinna húsnæði mun höfða betur til fasteignasala þegar hann aðstoðar við að ákveða verð, sem og til matstækisins sem bankinn sendir út þegar þú ert með tilboð. ","['[Efni] Hreinsaðu öll yfirborð og skápa vel áður en þú setur vax á. Vaxið mun bleyta upp mikið af vaxi.'
 'Þú átt að fara í almenna þrif á heimilinu áður en þú selur. [undirskrefi] Ef þú lætur ekki verktaka koma inn og þrífa þakið þá er það líka í lagi.'
 'Hægt er að hringja í bankann fyrir kaupin til að sjá hversu mikla aðstoð bankinn býður upp á og bera saman viðleitni þína. [Titill] Þjónar sem „vakningarsímtal“.'
 'Hér eru nokkrar hugmyndir: [titill] Losaðu þig við klúður. [skref] Gerðu húsið þitt rúmgóður með því að losa þig við dót eða óþarfa hluti.']",hellaswag/validation/9203,44046,Finance and Business,wikihow~10920,val,indomain,3
[fyrirsögn] Hvernig má bæta úr algengum vandamálum við gerð injera [titill] Ef þú finnur ekki teff (aðalhráefnið í injera) skaltu íhuga að skipta út byggi eða hirsi. [undirskref] Ef þú finnur ekki teff í matvöruverslun þinni skaltu fyrst athuga hvort í borginni sé heilfæða eða náttúruleg/heilsusamleg matvöruverslun. Ef það er ekki í boði þá er auðvelt að panta teff á netinu.,,[fyrirsögn] Hvernig má bæta úr algengum vandamálum við gerð injera [titill] Ef þú finnur ekki teff (aðalhráefnið í injera) skaltu íhuga að skipta út byggi eða hirsi. [undirskref] Ef þú finnur ekki teff í matvöruverslun þinni skaltu fyrst athuga hvort í borginni sé heilfæða eða náttúruleg/heilsusamleg matvöruverslun. Ef það er ekki í boði þá er auðvelt að panta teff á netinu. ,"['[titill] Ef þú finnur ekki súrdeigsbyrjun, pantaðu þá á netinu eða bjóddu til sjálfur. [skrefið] Það er í raun ekkert erfitt og súrdeigsbyrjun dugar fyrir injera.'
 'Þessar vörur eru allar merktar „á árstíð“ í ýmsum bragðtegundum sem þýðir að þær eru vinsælar á fleiri stöðum en annars staðar. Ekki er mælt með að kaupa 100% heilkornavörur.'
 'Fljótleg leit á netinu ætti að skila góðum niðurstöðum. [Titill] Hugaðu að því að kaupa hvítan sykur á bændamarkaði eða í matvöruverslun.'
 '[titill] Boðið upp á mikið af ávöxtum og grænmeti á hverjum degi. [skref] Heilfæða er einnig mjög næringarrík og næringarríkari en auðgaður matur.']",hellaswag/validation/5812,19095,Food and Entertaining,wikihow~10920,val,indomain,0
[haus] Hvernig á að sýna hátt [titill] Ná tökum á því að stara út úr. [skref] Fólk sem er hátt læst er oft á iði og horfir á heiminn í kringum sig með hálflokuðum lokum. Til að fullkomna dampinn og hálfsofandi svipinn skaltu slaka á kjálkanum og halla höfðinu örlítið til annarrar hliðar.,,[haus] Hvernig á að sýna hátt [titill] Ná tökum á því að stara út úr. [skref] Fólk sem er hátt læst er oft á iði og horfir á heiminn í kringum sig með hálflokuðum lokum. Til að fullkomna dampinn og hálfsofandi svipinn skaltu slaka á kjálkanum og halla höfðinu örlítið til annarrar hliðar. ,"['[Efni] Reykingamenn og neytendur marijúana villast oft í hugsunum sínum og truflast auðveldlega. Til að sýna að þú sért að fara út úr ákveðnum tímapunkti, láttu eins og þú sért að hugsa um eitthvað sem er algerlega óviðkomandi umhverfi þínu.'
 'Þessi æfing hjálpar til við að losa kjálkann sem er merki um opinn munn og opinn munn. [Undirskrefi] Hafðu bæði augun lokuð, settu tvo fingur undir hökuna og láttu lófann svífa yfir munninum.'
 'Lokaðu augunum en vertu óhræddur við að opna þau í leiðinni. [Undirskrefin] Að leika sér að líkama annarra og spegla tungumál þeirra þegar þú ert ekki í skelinni hjálpar þér að falla inn í umhverfi sem býður þig betur.'
 'Hins vegar er hægt að opna augun örlítið og blikka nokkrum sinnum án þess að hafa áhyggjur. Fyrir suma er þetta erfitt en fyrir aðra er þetta fullkomlega eðlilegt.']",hellaswag/validation/8254,36912,Personal Care and Style,wikihow~10920,val,zeroshot,0
Stúlka hleypur niður braut í hægum skrefum. Hún tekur risastökk og skellir sér yfir bar.,hún,Stúlka hleypur niður braut í hægum skrefum. Hún tekur risastökk og skellir sér yfir bar. hún,"['lendir á mottu og markar dökka einkunn sína.'
 'sýndur sem framkvæmir atriðið aftur í hægri hreyfingu.'
 'lendir á grasinu með útrétta handleggi.'
 'lendir á mottu fyrir aftan hana.']",hellaswag/validation/1468,21828,High jump,activitynet~10920,val,zeroshot,1
Við sjáum kassa á dúk. Einstaklingur setur kassann í dúkinn og bindur hann saman.,við,Við sjáum kassa á dúk. Einstaklingur setur kassann í dúkinn og bindur hann saman. við,"['sjá viðkomandi pakka saman flöskum í dúkinn.'
 'sjá mann leggja teppi í svefnherbergi.'
 'sjá einstakling gera lítil göt í gólf.'
 'sjá kassann í eigin persónu úr fjarlægð.']",hellaswag/validation/997,14389,Wrapping presents,activitynet~10920,val,indomain,0
Kona í bleikri skyrtu stendur á mottu. Hún beygir sig niður og tekur stóran þunga nokkrum sinnum upp yfir höfuð sér.,hún,Kona í bleikri skyrtu stendur á mottu. Hún beygir sig niður og tekur stóran þunga nokkrum sinnum upp yfir höfuð sér. hún,"['snýr þunganum þrisvar niður á við.' 'fellir þungann á jörðina.'
 'lyftir því svo yfir höfuðið á sér.' 'fellir þungann á mottuna.']",hellaswag/validation/3011,46112,Clean and jerk,activitynet~10920,val,zeroshot,3
[haus] Hvernig breyta á dagsetningum skráa [titill] Sækja bulkfilechanger ef þú ert ekki þegar með afrit í kerfinu. [skref] Þetta forrit gerir þér kleift að búa til lista af gluggaskrám og breyta eigindum þeirra. [ titill] Keyra bulkfilechanger.,,[haus] Hvernig breyta á dagsetningum skráa [titill] Sækja bulkfilechanger ef þú ert ekki þegar með afrit í kerfinu. [skref] Þetta forrit gerir þér kleift að búa til lista af gluggaskrám og breyta eigindum þeirra. [ titill] Keyra bulkfilechanger. ,"['[skref] Um leið og PC-tölvan uppfærist verður þú beðin/n um að opna bulkfilechanger með því að ýta á og halda á skipunarlyklinum efst til vinstri á skjáborðinu. [ titill] Búa til nýja skrá sem heitir bulkfilechanger.'
 '[skref] Þegar aðalvalmyndin birtist, smellið á skrá og bætið síðan við skrám. [titill] Veljið skrána (eða möppuna) þar sem breyta á dagsetningu/tíma eigindinni.'
 '[skref] Þetta forrit er þróaðra en bulkfilechanger því það getur nálgast allar upplýsingar sem þú ert að eyða. [ titill] Hægri-smelltu á nafn bulkfilechanger.'
 '[skref] Þetta er frjálst forrit sem keyrir í ramma tölvunnar. [ undirskref] Þú verður að skrá þig inn í bulkfilechanger með ytra tæki tölvunnar eða traustum notanda.']",hellaswag/validation/9995,50313,Computers and Electronics,wikihow~10920,val,indomain,1
"[haus] Hvernig á að muna að gera eitthvað án þess að skrifa það [titill] Læra hvernig minnið kóðar. [skref] Upplýsingar úr skynfærum okkar þarf að breyta í form sem við getum geymt sem minni. Ef við viljum muna mynd sem við sáum, til dæmis, þá er hægt að kóða hana sem sjónrænar upplýsingar í minnisbankann okkar.",,"[haus] Hvernig á að muna að gera eitthvað án þess að skrifa það [titill] Læra hvernig minnið kóðar. [skref] Upplýsingar úr skynfærum okkar þarf að breyta í form sem við getum geymt sem minni. Ef við viljum muna mynd sem við sáum, til dæmis, þá er hægt að kóða hana sem sjónrænar upplýsingar í minnisbankann okkar. ","['Þær þrjár leiðir sem oftast eru farnar til að kóða upplýsingar eru: sjónræn (mynd), hljóðræn (hljóð) eða merkingarleg (merking). Auk þess geta sumir verið snertanlegir kóðarar.'
 '[Efnisorð] Til að auðvelda þér að muna upplýsingar þegar þú ert að gleyma einhverju ætti að vera auðveldara að muna úr minnisminni. Best er að vinna í minninu þegar minnið er að hreyfast.'
 'Spyrðu þig hvort það sé auðveldara fyrir þig að muna setninguna þegar þú skrifar hana. Hugsaðu um merkingu spurningarinnar allan tímann sem þú hefur skrifað hana.'
 'Skrifaðu niður hvað þér finnst um þessar myndir. Reyndu að hafa þær í minnisbankanum.']",hellaswag/validation/8976,42392,Health,wikihow~10920,val,indomain,0
Hópur stendur í dimmu herbergi og spilar á harmónikku.,þeir,Hópur stendur í dimmu herbergi og spilar á harmónikku. þeir,"['hlaupa og krjúpa niður þegar þeir grotna.'
 'hreyfast saman hægt, hver á eftir annarri.'
 'halda áfram að spila við lag.'
 'eru síðan sýndir sem spila á hljóðfæri með öðrum hljóðfærum.']",hellaswag/validation/1078,15476,Playing harmonica,activitynet~10920,val,zeroshot,2
"[haus] Hvernig er hægt að skemmta sér með krökkunum á fjárlögum [titill] Gefa öllum vinnu * þeim mun líka vel svo enginn upplifi sig vinnandi. [undirskrefin] Yngri krakkar geta blandað saman köldum réttum, salötum og batteríum. Eldri krakkar geta hjálpað til við að útbúa nýjar matreiddar uppskriftir og flysja og sneiða grænmeti.",,"[haus] Hvernig er hægt að skemmta sér með krökkunum á fjárlögum [titill] Gefa öllum vinnu * þeim mun líka vel svo enginn upplifi sig vinnandi. [undirskrefin] Yngri krakkar geta blandað saman köldum réttum, salötum og batteríum. Eldri krakkar geta hjálpað til við að útbúa nýjar matreiddar uppskriftir og flysja og sneiða grænmeti. ","['[titill] Þú átt að hafa gaman og vera sem skemmtilegastur á meðan þú hefur gaman af barninu þínu. [titill] Finndu þér vinnu í bestu húsgagnaverslun eins og Walmart, það er frábært og þær eru með fullt af viðskiptavinum.'
 '[titill] Fáðu þér lítinn grasflöt og gefðu krökkunum aðgang að öllum hlutum grasflatarins. [titill] Biðjið foreldrana að kynna krakkana fyrir görðum hvers annars.'
 '[titill] Það er alltaf gaman að gera eitthvað sem er sætt (svo sem að baka smákökur). [titill] Láttu barnið velja nýjan ferskan ávöxt eða grænmeti í matvörubúðinni einu sinni í viku.'
 'Þeir geta bakað fyrir þig eftirrétti og þvegið. Yngri krakkar geta komið fyrir uppákomum fyrir jafnaldra sína, eins og þegar þeir elda saman, og þú getur látið þau hoppa á reipum allan tímann.']",hellaswag/validation/5835,19320,Family Life,wikihow~10920,val,zeroshot,2
[haus] Hvernig rækta á árdreka í drekavali [titill] Staðfestu að þú hafir náð 14. stigi eða hærra í drekavali. [skref] Árdrekann er aðeins hægt að rækta eftir að 14. stigi er náð. Núverandi staða stiga er sýnd efst í vinstra horni heimaskjás drekavalla.,,[haus] Hvernig rækta á árdreka í drekavali [titill] Staðfestu að þú hafir náð 14. stigi eða hærra í drekavali. [skref] Árdrekann er aðeins hægt að rækta eftir að 14. stigi er náð. Núverandi staða stiga er sýnd efst í vinstra horni heimaskjás drekavalla. ,"['[substeps] Ef þú nærð ekki 14. stigi, bíddu í tvo daga eftir að þjónagluggi fyllist með núverandi stigi. Bíddu í þrjá daga í viðbót eftir að þjónagluggi fyllist með núverandi stigi.'
 '[substeps] Núverandi stig vísar til núverandi stiga þinna miðað við þann dreka sem þú vilt rækta. Athugið að þetta stig er núna 4 stig 13, sem þýðir að þú getur enn ræktað árdreka en þú getur ekki ræktað neinn.'
 '[Efnisorð] Ef þú ert ekki á 14. stigi skaltu slá á „markmið“ á heimaskjánum og fylla út lista yfir markmið sem koma fram til að byrja að fara á 14. stig. [Titill] Sláðu á kynbótahelluna eða epic kynbótaeyjuna og merktu svo við „kyn“.'
 '[Subeps] Þú getur valið að rækta dragta úr hvaða fuglaheimi sem er, en það gerir þér aðeins kleift að rækta dragtina í dragnót. [Titill] Haltu áfram að rækta dragta í allt að fimm lotum þar til þú nærð 13. stigi.']",hellaswag/validation/7760,33438,Education and Communications,wikihow~10920,val,indomain,2
Kona situr og heldur á ís og horfir á myndavélina.,hún,Kona situr og heldur á ís og horfir á myndavélina. hún,"['heldur áfram að ausa hráefninu í skál og önnur kona sem heldur á kassa birtist með hendurnar.'
 'leggur ísinn niður á kjöltu og sleikir hann upp.'
 'sleikir skeið og heldur áfram að tala á meðan hann heldur uppi flatri íspinna.'
 'heldur áfram að borða ísinn þegar myndavélin er að fara í kringum hana og horfir á hana borða.']",hellaswag/validation/346,4891,Having an ice cream,activitynet~10920,val,zeroshot,3
